Summary of successfully produced models
Filename,molpdf,DOPE,score,GA341 score
ache2.B99990001.pdb,3926.86279,-66957.17188,1.00000
ache2.B99990002.pdb,4063.10132,-66902.82813,1.00000
ache2.B99990003.pdb,3996.16357,-66755.77344,1.00000
ache2.B99990004.pdb,3992.45190,-67085.49219,1.00000
ache2.B99990005.pdb,3948.15479,-67099.78125,1.00000
