Ligand,Ordem,Affinity,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
Tolserinedecoy36,218,"-54,4",0,1,209,9,"0,2791","0,5625",,"0,041","2,0152","0,2791",,
Bis-tacrinedecoy6,219,"-54,3",0,1,210,9,"0,2804","0,5625",,"0,041","2,0059","0,2804",,
3iodo-4tetrahydroacridindecoy15,220,"-54,3",0,1,211,9,"0,2817","0,5625",,"0,041","1,9968","0,2817",,
3iodo-2tetrahydroacridindecoy21,221,"-54,2",0,1,212,9,"0,2830","0,5625",,"0,041","1,9878","0,2830",,
2iodo-4tetrahydroacridindecoy21,222,"-54,2",0,1,213,9,"0,2843","0,5625",,"0,041","1,9788","0,2843",,
4iodo-3tetrahydroacridindecoy33,223,"-54,2",0,1,214,9,"0,2855","0,5625",,"0,040","1,9700","0,2855",,
2iodo-4tetrahydroacridindecoy36,224,"-54,2",0,1,215,9,"0,2868","0,5625",,"0,040","1,9612","0,2868",,
4iodo-3tetrahydroacridindecoy16,225,"-54,1",0,1,216,9,"0,2881","0,5625",,"0,040","1,9525","0,2881",,
3iodo-4tetrahydroacridindecoy46,226,"-54,1",0,1,217,9,"0,2894","0,5625",,"0,040","1,9438","0,2894",,
4iodo-4tetrahydroacridindecoy35,227,"-54,1",0,1,218,9,"0,2907","0,5625",,"0,040","1,9353","0,2907",,
2iodo-4tetrahydroacridindecoy2,228,"-54,0",0,1,219,9,"0,2919","0,5625",,"0,039","1,9268","0,2919",,
4iodo-4tetrahydroacridindecoy43,229,"-54,0",0,1,220,9,"0,2932","0,5625",,"0,039","1,9184","0,2932",,
3iodo-2tetrahydroacridindecoy37,230,"-53,9",0,1,221,9,"0,2945","0,5625",,"0,039","1,9100","0,2945",,
4iodo-2tetrahydroacridindecoy22,231,"-53,9",0,1,222,9,"0,2958","0,5625",,"0,039","1,9017","0,2958",,
2iodo-2tetrahydroacridindecoy8,232,"-53,9",0,1,223,9,"0,2971","0,5625",,"0,039","1,8935","0,2971",,
Donepezildecoy49,233,"-53,9",0,1,224,9,"0,2983","0,5625",,"0,039","1,8854","0,2983",,
2iodo-3tetrahydroacridindecoy42,234,"-53,9",0,1,225,9,"0,2996","0,5625",,"0,038","1,8774","0,2996",,
Bis-tacrinedecoy39,235,"-53,8",0,1,226,9,"0,3009","0,5625",,"0,038","1,8694","0,3009",,
Donepezil,236,"-53,8",1,0,226,10,"0,3022","0,6250",,"0,042","2,0683","0,3022",,
2iodo-2tetrahydroacridindecoy23,237,"-53,7",0,1,227,10,"0,3035","0,6250",,"0,042","2,0596","0,3035",,
4iodo-2tetrahydroacridindecoy21,238,"-53,7",0,1,228,10,"0,3047","0,6250",,"0,042","2,0509","0,3047",,
Donepezildecoy39,239,"-53,6",0,1,229,10,"0,3060","0,6250",,"0,042","2,0423","0,3060",,
4iodo-4tetrahydroacridindecoy31,240,"-53,6",0,1,230,10,"0,3073","0,6250",,"0,042","2,0338","0,3073",,
4iodo-3tetrahydroacridindecoy40,241,"-53,6",0,1,231,10,"0,3086","0,6250",,"0,041","2,0254","0,3086",,
4iodo-3tetrahydroacridindecoy23,242,"-53,6",0,1,232,10,"0,3099","0,6250",,"0,041","2,0170","0,3099",,
Bis-tacrinedecoy43,243,"-53,6",0,1,233,10,"0,3111","0,6250",,"0,041","2,0087","0,3111",,
Heptyl-physostigminedecoy30,244,"-53,5",0,1,234,10,"0,3124","0,6250",,"0,041","2,0005","0,3124",,
4iodo-3tetrahydroacridindecoy43,245,"-53,5",0,1,235,10,"0,3137","0,6250",,"0,041","1,9923","0,3137",,
3iodo-2tetrahydroacridindecoy43,246,"-53,5",0,1,236,10,"0,3150","0,6250",,"0,041","1,9842","0,3150",,
3iodo-4tetrahydroacridindecoy37,247,"-53,5",0,1,237,10,"0,3163","0,6250",,"0,040","1,9762","0,3163",,
Heptyl-physostigminedecoy5,248,"-53,4",0,1,238,10,"0,3175","0,6250",,"0,040","1,9682","0,3175",,
Tolserinedecoy5,249,"-53,4",0,1,239,10,"0,3188","0,6250",,"0,040","1,9603","0,3188",,
Donepezildecoy19,250,"-53,4",0,1,240,10,"0,3201","0,6250",,"0,040","1,9525","0,3201",,
4iodo-3tetrahydroacridindecoy5,251,"-53,4",0,1,241,10,"0,3214","0,6250",,"0,040","1,9447","0,3214",,
4iodo-4tetrahydroacridindecoy21,252,"-53,3",0,1,242,10,"0,3227","0,6250",,"0,040","1,9370","0,3227",,
2iodo-2tetrahydroacridindecoy40,253,"-53,3",0,1,243,10,"0,3239","0,6250",,"0,040","1,9293","0,3239",,
4iodo-3tetrahydroacridindecoy15,254,"-53,2",0,1,244,10,"0,3252","0,6250",,"0,039","1,9217","0,3252",,
4iodo-2tetrahydroacridindecoy29,255,"-53,2",0,1,245,10,"0,3265","0,6250",,"0,039","1,9142","0,3265",,
Donepezildecoy31,256,"-53,2",0,1,246,10,"0,3278","0,6250",,"0,039","1,9067","0,3278",,
Donepezildecoy35,257,"-53,2",0,1,247,10,"0,3291","0,6250",,"0,039","1,8993","0,3291",,
Donepezildecoy3,258,"-53,2",0,1,248,10,"0,3303","0,6250",,"0,039","1,8919","0,3303",,
4iodo-4tetrahydroacridindecoy29,259,"-53,2",0,1,249,10,"0,3316","0,6250",,"0,039","1,8846","0,3316",,
2iodo-2tetrahydroacridindecoy11,260,"-53,1",0,1,250,10,"0,3329","0,6250",,"0,038","1,8774","0,3329",,
4iodo-4tetrahydroacridindecoy34,261,"-53,1",0,1,251,10,"0,3342","0,6250",,"0,038","1,8702","0,3342",,
4iodo-4tetrahydroacridindecoy41,262,"-53,1",0,1,252,10,"0,3355","0,6250",,"0,038","1,8630","0,3355",,
Heptyl-physostigminedecoy37,263,"-53,1",0,1,253,10,"0,3367","0,6250",,"0,038","1,8559","0,3367",,
Heptyl-physostigminedecoy43,264,"-53,0",0,1,254,10,"0,3380","0,6250",,"0,038","1,8489","0,3380",,
2iodo-4tetrahydroacridindecoy45,265,"-53,0",0,1,255,10,"0,3393","0,6250",,"0,038","1,8419","0,3393",,
2iodo-2tetrahydroacridindecoy31,266,"-53,0",0,1,256,10,"0,3406","0,6250",,"0,038","1,8350","0,3406",,
2iodo-2tetrahydroacridindecoy10,267,"-53,0",0,1,257,10,"0,3419","0,6250",,"0,037","1,8281","0,3419",,
Heptyl-physostigminedecoy4,268,"-53,0",0,1,258,10,"0,3431","0,6250",,"0,037","1,8213","0,3431",,
4iodo-2tetrahydroacridindecoy44,269,"-53,0",0,1,259,10,"0,3444","0,6250",,"0,037","1,8146","0,3444",,
2iodo-3tetrahydroacridindecoy43,270,"-52,9",0,1,260,10,"0,3457","0,6250",,"0,037","1,8078","0,3457",,
2iodo-2tetrahydroacridindecoy46,271,"-52,9",0,1,261,10,"0,3470","0,6250",,"0,037","1,8012","0,3470",,
4iodo-2tetrahydroacridindecoy36,272,"-52,9",0,1,262,10,"0,3483","0,6250",,"0,037","1,7945","0,3483",,
Donepezildecoy12,273,"-52,8",0,1,263,10,"0,3496","0,6250",,"0,037","1,7880","0,3496",,
2iodo-3tetrahydroacridindecoy24,274,"-52,8",0,1,264,10,"0,3508","0,6250",,"0,036","1,7814","0,3508",,
2iodo-3tetrahydroacridindecoy41,275,"-52,7",0,1,265,10,"0,3521","0,6250",,"0,036","1,7750","0,3521",,
3iodo-4tetrahydroacridindecoy8,276,"-52,7",0,1,266,10,"0,3534","0,6250",,"0,036","1,7685","0,3534",,
3iodo-2tetrahydroacridindecoy2,277,"-52,7",0,1,267,10,"0,3547","0,6250",,"0,036","1,7621","0,3547",,
Heptyl-physostigminedecoy9,278,"-52,6",0,1,268,10,"0,3560","0,6250",,"0,036","1,7558","0,3560",,
Tolserinedecoy12,279,"-52,6",0,1,269,10,"0,3572","0,6250",,"0,036","1,7495","0,3572",,
2iodo-3tetrahydroacridindecoy6,280,"-52,6",0,1,270,10,"0,3585","0,6250",,"0,036","1,7433","0,3585",,
Donepezildecoy45,281,"-52,6",0,1,271,10,"0,3598","0,6250",,"0,036","1,7371","0,3598",,
4iodo-2tetrahydroacridindecoy34,282,"-52,6",0,1,272,10,"0,3611","0,6250",,"0,035","1,7309","0,3611",,
2iodo-3tetrahydroacridindecoy11,283,"-52,5",0,1,273,10,"0,3624","0,6250",,"0,035","1,7248","0,3624",,
2iodo-2tetrahydroacridindecoy30,284,"-52,5",0,1,274,10,"0,3636","0,6250",,"0,035","1,7187","0,3636",,
4iodo-4tetrahydroacridindecoy40,285,"-52,5",0,1,275,10,"0,3649","0,6250",,"0,035","1,7127","0,3649",,
Donepezildecoy44,286,"-52,5",0,1,276,10,"0,3662","0,6250",,"0,035","1,7067","0,3662",,
Donepezildecoy47,287,"-52,5",0,1,277,10,"0,3675","0,6250",,"0,035","1,7007","0,3675",,
Bis-tacrinedecoy21,288,"-52,4",0,1,278,10,"0,3688","0,6250",,"0,035","1,6948","0,3688",,
Heptyl-physostigminedecoy10,289,"-52,4",0,1,279,10,"0,3700","0,6250",,"0,035","1,6890","0,3700",,
4iodo-2tetrahydroacridindecoy2,290,"-52,4",0,1,280,10,"0,3713","0,6250",,"0,034","1,6832","0,3713",,
Heptyl-physostigminedecoy8,291,"-52,3",0,1,281,10,"0,3726","0,6250",,"0,034","1,6774","0,3726",,
2iodo-2tetrahydroacridindecoy35,292,"-52,3",0,1,282,10,"0,3739","0,6250",,"0,034","1,6716","0,3739",,
2iodo-2tetrahydroacridindecoy16,293,"-52,3",0,1,283,10,"0,3752","0,6250",,"0,034","1,6659","0,3752",,
Donepezildecoy48,294,"-52,3",0,1,284,10,"0,3764","0,6250",,"0,034","1,6603","0,3764",,
2iodo-3tetrahydroacridindecoy10,295,"-52,2",0,1,285,10,"0,3777","0,6250",,"0,034","1,6546","0,3777",,
Donepezildecoy7,296,"-52,2",0,1,286,10,"0,3790","0,6250",,"0,034","1,6490","0,3790",,
2iodo-3tetrahydroacridindecoy26,297,"-52,2",0,1,287,10,"0,3803","0,6250",,"0,034","1,6435","0,3803",,
2iodo-4tetrahydroacridindecoy38,298,"-52,2",0,1,288,10,"0,3816","0,6250",,"0,034","1,6380","0,3816",,
2iodo-3tetrahydroacridindecoy8,299,"-52,1",0,1,289,10,"0,3828","0,6250",,"0,033","1,6325","0,3828",,
Tolserinedecoy50,300,"-52,1",0,1,290,10,"0,3841","0,6250",,"0,033","1,6270","0,3841",,
Heptyl-physostigminedecoy31,301,"-52,1",0,1,291,10,"0,3854","0,6250",,"0,033","1,6216","0,3854",,
2iodo-2tetrahydroacridindecoy7,302,"-52,1",0,1,292,10,"0,3867","0,6250",,"0,033","1,6163","0,3867",,
2iodo-4tetrahydroacridindecoy35,303,"-52,1",0,1,293,10,"0,3880","0,6250",,"0,033","1,6109","0,3880",,
4iodo-3tetrahydroacridindecoy21,304,"-52,1",0,1,294,10,"0,3892","0,6250",,"0,033","1,6056","0,3892",,
Tolserinedecoy23,305,"-52,0",0,1,295,10,"0,3905","0,6250",,"0,033","1,6004","0,3905",,
3iodo-2tetrahydroacridindecoy10,306,"-52,0",0,1,296,10,"0,3918","0,6250",,"0,033","1,5951","0,3918",,
Donepezildecoy37,307,"-52,0",0,1,297,10,"0,3931","0,6250",,"0,033","1,5899","0,3931",,
3iodo-2tetrahydroacridindecoy30,308,"-52,0",0,1,298,10,"0,3944","0,6250",,"0,032","1,5848","0,3944",,
4iodo-4tetrahydroacridindecoy7,309,"-52,0",0,1,299,10,"0,3956","0,6250",,"0,032","1,5797","0,3956",,
2iodo-4tetrahydroacridindecoy4,310,"-52,0",0,1,300,10,"0,3969","0,6250",,"0,032","1,5746","0,3969",,
Heptyl-physostigminedecoy23,311,"-52,0",0,1,301,10,"0,3982","0,6250",,"0,032","1,5695","0,3982",,
3iodo-4tetrahydroacridindecoy10,312,"-51,9",0,1,302,10,"0,3995","0,6250",,"0,032","1,5645","0,3995",,
2iodo-3tetrahydroacridindecoy21,313,"-51,9",0,1,303,10,"0,4008","0,6250",,"0,032","1,5595","0,4008",,
3iodo-4tetrahydroacridindecoy26,314,"-51,9",0,1,304,10,"0,4020","0,6250",,"0,032","1,5545","0,4020",,
Donepezildecoy22,315,"-51,9",0,1,305,10,"0,4033","0,6250",,"0,032","1,5496","0,4033",,
4iodo-2tetrahydroacridindecoy7,316,"-51,9",0,1,306,10,"0,4046","0,6250",,"0,032","1,5447","0,4046",,
Donepezildecoy23,317,"-51,9",0,1,307,10,"0,4059","0,6250",,"0,032","1,5398","0,4059",,
Donepezildecoy32,318,"-51,8",0,1,308,10,"0,4072","0,6250",,"0,031","1,5350","0,4072",,
Donepezildecoy13,319,"-51,8",0,1,309,10,"0,4085","0,6250",,"0,031","1,5301","0,4085",,
2iodo-3tetrahydroacridindecoy5,320,"-51,8",0,1,310,10,"0,4097","0,6250",,"0,031","1,5254","0,4097",,
2iodo-3tetrahydroacridindecoy1,321,"-51,7",0,1,311,10,"0,4110","0,6250",,"0,031","1,5206","0,4110",,
Donepezildecoy41,322,"-51,7",0,1,312,10,"0,4123","0,6250",,"0,031","1,5159","0,4123",,
2iodo-4tetrahydroacridindecoy17,323,"-51,7",0,1,313,10,"0,4136","0,6250",,"0,031","1,5112","0,4136",,
2iodo-2tetrahydroacridindecoy12,324,"-51,7",0,1,314,10,"0,4149","0,6250",,"0,031","1,5065","0,4149",,
Tolserinedecoy32,325,"-51,6",0,1,315,10,"0,4161","0,6250",,"0,031","1,5019","0,4161",,
2iodo-2tetrahydroacridindecoy18,326,"-51,6",0,1,316,10,"0,4174","0,6250",,"0,031","1,4973","0,4174",,
4iodo-2tetrahydroacridindecoy46,327,"-51,6",0,1,317,10,"0,4187","0,6250",,"0,031","1,4927","0,4187",,
4iodo-3tetrahydroacridindecoy11,328,"-51,6",0,1,318,10,"0,4200","0,6250",,"0,030","1,4882","0,4200",,
Heptyl-physostigminedecoy19,329,"-51,6",0,1,319,10,"0,4213","0,6250",,"0,030","1,4836","0,4213",,
4iodo-2tetrahydroacridindecoy4,330,"-51,5",0,1,320,10,"0,4225","0,6250",,"0,030","1,4791","0,4225",,
4iodo-3tetrahydroacridindecoy24,331,"-51,4",0,1,321,10,"0,4238","0,6250",,"0,030","1,4747","0,4238",,
2iodo-2tetrahydroacridindecoy42,332,"-51,3",0,1,322,10,"0,4251","0,6250",,"0,030","1,4702","0,4251",,
3iodo-2tetrahydroacridindecoy35,333,"-51,2",0,1,323,10,"0,4264","0,6250",,"0,030","1,4658","0,4264",,
2iodo-3tetrahydroacridindecoy37,334,"-51,2",0,1,324,10,"0,4277","0,6250",,"0,030","1,4614","0,4277",,
3iodo-2tetrahydroacridindecoy6,335,"-51,2",0,1,325,10,"0,4289","0,6250",,"0,030","1,4571","0,4289",,
4iodo-4tetrahydroacridindecoy36,336,"-51,2",0,1,326,10,"0,4302","0,6250",,"0,030","1,4527","0,4302",,
4iodo-3tetrahydroacridindecoy20,337,"-51,1",0,1,327,10,"0,4315","0,6250",,"0,030","1,4484","0,4315",,
Heptyl-physostigminedecoy18,338,"-51,1",0,1,328,10,"0,4328","0,6250",,"0,030","1,4441","0,4328",,
2iodo-3tetrahydroacridindecoy2,339,"-51,1",0,1,329,10,"0,4341","0,6250",,"0,029","1,4399","0,4341",,
3iodo-2tetrahydroacridindecoy9,340,"-51,1",0,1,330,10,"0,4353","0,6250",,"0,029","1,4356","0,4353",,
Donepezildecoy2,341,"-51,0",0,1,331,10,"0,4366","0,6250",,"0,029","1,4314","0,4366",,
2iodo-3tetrahydroacridindecoy32,342,"-51,0",0,1,332,10,"0,4379","0,6250",,"0,029","1,4272","0,4379",,
Tolserinedecoy11,343,"-51,0",0,1,333,10,"0,4392","0,6250",,"0,029","1,4231","0,4392",,
2iodo-2tetrahydroacridindecoy2,344,"-51,0",0,1,334,10,"0,4405","0,6250",,"0,029","1,4189","0,4405",,
4iodo-4tetrahydroacridindecoy24,345,"-50,9",0,1,335,10,"0,4417","0,6250",,"0,029","1,4148","0,4417",,
2iodo-2tetrahydroacridindecoy41,346,"-50,9",0,1,336,10,"0,4430","0,6250",,"0,029","1,4107","0,4430",,
Tolserinedecoy8,347,"-50,9",0,1,337,10,"0,4443","0,6250",,"0,029","1,4067","0,4443",,
3iodo-2tetrahydroacridindecoy32,348,"-50,9",0,1,338,10,"0,4456","0,6250",,"0,029","1,4026","0,4456",,
Bis-tacrinedecoy22,349,"-50,9",0,1,339,10,"0,4469","0,6250",,"0,029","1,3986","0,4469",,
2iodo-3tetrahydroacridindecoy3,350,"-50,9",0,1,340,10,"0,4481","0,6250",,"0,029","1,3946","0,4481",,
Heptyl-physostigminedecoy38,351,"-50,9",0,1,341,10,"0,4494","0,6250",,"0,028","1,3906","0,4494",,
3iodo-4tetrahydroacridindecoy7,352,"-50,9",0,1,342,10,"0,4507","0,6250",,"0,028","1,3867","0,4507",,
4iodo-2tetrahydroacridindecoy50,353,"-50,8",0,1,343,10,"0,4520","0,6250",,"0,028","1,3828","0,4520",,
2iodo-3tetrahydroacridindecoy7,354,"-50,8",0,1,344,10,"0,4533","0,6250",,"0,028","1,3789","0,4533",,
3iodo-2tetrahydroacridindecoy44,355,"-50,8",0,1,345,10,"0,4545","0,6250",,"0,028","1,3750","0,4545",,
3iodo-2tetrahydroacridindecoy42,356,"-50,8",0,1,346,10,"0,4558","0,6250",,"0,028","1,3711","0,4558",,
Heptyl-physostigminedecoy7,357,"-50,8",0,1,347,10,"0,4571","0,6250",,"0,028","1,3673","0,4571",,
3iodo-2tetrahydroacridindecoy22,358,"-50,7",0,1,348,10,"0,4584","0,6250",,"0,028","1,3634","0,4584",,
2iodo-3tetrahydroacridindecoy25,359,"-50,7",0,1,349,10,"0,4597","0,6250",,"0,028","1,3597","0,4597",,
Donepezildecoy26,360,"-50,7",0,1,350,10,"0,4609","0,6250",,"0,028","1,3559","0,4609",,
2iodo-4tetrahydroacridindecoy3,361,"-50,7",0,1,351,10,"0,4622","0,6250",,"0,028","1,3521","0,4622",,
2iodo-4tetrahydroacridindecoy5,362,"-50,7",0,1,352,10,"0,4635","0,6250",,"0,028","1,3484","0,4635",,
2iodo-3tetrahydroacridindecoy15,363,"-50,7",0,1,353,10,"0,4648","0,6250",,"0,028","1,3447","0,4648",,
Heptyl-physostigminedecoy41,364,"-50,7",0,1,354,10,"0,4661","0,6250",,"0,027","1,3410","0,4661",,
Heptyl-physostigminedecoy50,365,"-50,7",0,1,355,10,"0,4673","0,6250",,"0,027","1,3373","0,4673",,
Donepezildecoy36,366,"-50,7",0,1,356,10,"0,4686","0,6250",,"0,027","1,3336","0,4686",,
Heptyl-physostigmine,367,"-50,7",1,0,356,11,"0,4699","0,6875",,"0,030","1,4630","0,4699",,
3iodo-2tetrahydroacridindecoy19,368,"-50,7",0,1,357,11,"0,4712","0,6875",,"0,030","1,4590","0,4712",,
Bis-tacrinedecoy48,369,"-50,6",0,1,358,11,"0,4725","0,6875",,"0,030","1,4551","0,4725",,
4iodo-3tetrahydroacridindecoy7,370,"-50,6",0,1,359,11,"0,4738","0,6875",,"0,030","1,4512","0,4738",,
4iodo-2tetrahydroacridindecoy5,371,"-50,5",0,1,360,11,"0,4750","0,6875",,"0,030","1,4472","0,4750",,
4iodo-3tetrahydroacridindecoy8,372,"-50,5",0,1,361,11,"0,4763","0,6875",,"0,030","1,4433","0,4763",,
Heptyl-physostigminedecoy1,373,"-50,5",0,1,362,11,"0,4776","0,6875",,"0,029","1,4395","0,4776",,
4iodo-3tetrahydroacridindecoy48,374,"-50,5",0,1,363,11,"0,4789","0,6875",,"0,029","1,4356","0,4789",,
3iodo-4tetrahydroacridindecoy49,375,"-50,4",0,1,364,11,"0,4802","0,6875",,"0,029","1,4318","0,4802",,
2iodo-4tetrahydroacridindecoy49,376,"-50,4",0,1,365,11,"0,4814","0,6875",,"0,029","1,4280","0,4814",,
Donepezildecoy25,377,"-50,4",0,1,366,11,"0,4827","0,6875",,"0,029","1,4242","0,4827",,
Donepezildecoy15,378,"-50,3",0,1,367,11,"0,4840","0,6875",,"0,029","1,4204","0,4840",,
4iodo-2tetrahydroacridindecoy3,379,"-50,3",0,1,368,11,"0,4853","0,6875",,"0,029","1,4167","0,4853",,
Tolserinedecoy21,380,"-50,3",0,1,369,11,"0,4866","0,6875",,"0,029","1,4130","0,4866",,
2iodo-3tetrahydroacridindecoy18,381,"-50,3",0,1,370,11,"0,4878","0,6875",,"0,029","1,4093","0,4878",,
Heptyl-physostigminedecoy14,382,"-50,3",0,1,371,11,"0,4891","0,6875",,"0,029","1,4056","0,4891",,
Heptyl-physostigminedecoy32,383,"-50,2",0,1,372,11,"0,4904","0,6875",,"0,029","1,4019","0,4904",,
4iodo-2tetrahydroacridindecoy20,384,"-50,2",0,1,373,11,"0,4917","0,6875",,"0,029","1,3982","0,4917",,
2iodo-2tetrahydroacridindecoy3,385,"-50,2",0,1,374,11,"0,4930","0,6875",,"0,029","1,3946","0,4930",,
2iodo-2tetrahydroacridindecoy17,386,"-50,2",0,1,375,11,"0,4942","0,6875",,"0,028","1,3910","0,4942",,
Heptyl-physostigminedecoy27,387,"-50,2",0,1,376,11,"0,4955","0,6875",,"0,028","1,3874","0,4955",,
Tolserinedecoy10,388,"-50,1",0,1,377,11,"0,4968","0,6875",,"0,028","1,3838","0,4968",,
3iodo-2tetrahydroacridindecoy34,389,"-50,1",0,1,378,11,"0,4981","0,6875",,"0,028","1,3803","0,4981",,
Donepezildecoy17,390,"-50,0",0,1,379,11,"0,4994","0,6875",,"0,028","1,3767","0,4994",,
Tolserinedecoy44,391,"-50,0",0,1,380,11,"0,5006","0,6875",,"0,028","1,3732","0,5006",,
Heptyl-physostigminedecoy11,392,"-50,0",0,1,381,11,"0,5019","0,6875",,"0,028","1,3697","0,5019",,
4iodo-3tetrahydroacridindecoy32,393,"-50,0",0,1,382,11,"0,5032","0,6875",,"0,028","1,3662","0,5032",,
3iodo-4tetrahydroacridindecoy31,394,"-49,9",0,1,383,11,"0,5045","0,6875",,"0,028","1,3628","0,5045",,
Donepezildecoy33,395,"-49,9",0,1,384,11,"0,5058","0,6875",,"0,028","1,3593","0,5058",,
3iodo-4tetrahydroacridindecoy43,396,"-49,8",0,1,385,11,"0,5070","0,6875",,"0,028","1,3559","0,5070",,
Heptyl-physostigminedecoy39,397,"-49,8",0,1,386,11,"0,5083","0,6875",,"0,028","1,3525","0,5083",,
Donepezildecoy20,398,"-49,8",0,1,387,11,"0,5096","0,6875",,"0,028","1,3491","0,5096",,
Heptyl-physostigminedecoy40,399,"-49,7",0,1,388,11,"0,5109","0,6875",,"0,028","1,3457","0,5109",,
3iodo-4tetrahydroacridindecoy48,400,"-49,7",0,1,389,11,"0,5122","0,6875",,"0,028","1,3423","0,5122",,
2iodo-3tetrahydroacridindecoy35,401,"-49,7",0,1,390,11,"0,5134","0,6875",,"0,027","1,3390","0,5134",,
3iodo-2tetrahydroacridindecoy14,402,"-49,7",0,1,391,11,"0,5147","0,6875",,"0,027","1,3356","0,5147",,
2iodo-2tetrahydroacridindecoy9,403,"-49,7",0,1,392,11,"0,5160","0,6875",,"0,027","1,3323","0,5160",,
Heptyl-physostigminedecoy24,404,"-49,7",0,1,393,11,"0,5173","0,6875",,"0,027","1,3290","0,5173",,
3iodo-4tetrahydroacridindecoy44,405,"-49,6",0,1,394,11,"0,5186","0,6875",,"0,027","1,3257","0,5186",,
Heptyl-physostigminedecoy45,406,"-49,6",0,1,395,11,"0,5198","0,6875",,"0,027","1,3225","0,5198",,
3iodo-2tetrahydroacridindecoy3,407,"-49,6",0,1,396,11,"0,5211","0,6875",,"0,027","1,3192","0,5211",,
3iodo-2tetrahydroacridindecoy11,408,"-49,5",0,1,397,11,"0,5224","0,6875",,"0,027","1,3160","0,5224",,
4iodo-2tetrahydroacridindecoy17,409,"-49,5",0,1,398,11,"0,5237","0,6875",,"0,027","1,3128","0,5237",,
Donepezildecoy46,410,"-49,4",0,1,399,11,"0,5250","0,6875",,"0,027","1,3096","0,5250",,
4iodo-4tetrahydroacridindecoy2,411,"-49,4",0,1,400,11,"0,5262","0,6875",,"0,027","1,3064","0,5262",,
4iodo-2tetrahydroacridindecoy32,412,"-49,3",0,1,401,11,"0,5275","0,6875",,"0,027","1,3032","0,5275",,
4iodo-3tetrahydroacridindecoy4,413,"-49,3",0,1,402,11,"0,5288","0,6875",,"0,027","1,3001","0,5288",,
4iodo-2tetrahydroacridindecoy8,414,"-49,3",0,1,403,11,"0,5301","0,6875",,"0,027","1,2969","0,5301",,
Tolserinedecoy34,415,"-49,3",0,1,404,11,"0,5314","0,6875",,"0,027","1,2938","0,5314",,
Tolserinedecoy2,416,"-49,3",0,1,405,11,"0,5327","0,6875",,"0,026","1,2907","0,5327",,
2iodo-2tetrahydroacridindecoy22,417,"-49,2",0,1,406,11,"0,5339","0,6875",,"0,026","1,2876","0,5339",,
Tolserinedecoy33,418,"-49,2",0,1,407,11,"0,5352","0,6875",,"0,026","1,2845","0,5352",,
2iodo-4tetrahydroacridindecoy42,419,"-49,2",0,1,408,11,"0,5365","0,6875",,"0,026","1,2814","0,5365",,
Donepezildecoy8,420,"-49,1",0,1,409,11,"0,5378","0,6875",,"0,026","1,2784","0,5378",,
4iodo-4tetrahydroacridindecoy5,421,"-49,1",0,1,410,11,"0,5391","0,6875",,"0,026","1,2754","0,5391",,
3iodo-4tetrahydroacridindecoy33,422,"-49,0",0,1,411,11,"0,5403","0,6875",,"0,026","1,2723","0,5403",,
2iodo-3tetrahydroacridindecoy4,423,"-49,0",0,1,412,11,"0,5416","0,6875",,"0,026","1,2693","0,5416",,
Heptyl-physostigminedecoy49,424,"-48,9",0,1,413,11,"0,5429","0,6875",,"0,026","1,2663","0,5429",,
Tolserinedecoy26,425,"-48,9",0,1,414,11,"0,5442","0,6875",,"0,026","1,2634","0,5442",,
4iodo-4tetrahydroacridindecoy12,426,"-48,7",0,1,415,11,"0,5455","0,6875",,"0,026","1,2604","0,5455",,
Donepezildecoy24,427,"-48,7",0,1,416,11,"0,5467","0,6875",,"0,026","1,2574","0,5467",,
Tolserinedecoy24,428,"-48,6",0,1,417,11,"0,5480","0,6875",,"0,026","1,2545","0,5480",,
2iodo-3tetrahydroacridindecoy44,429,"-48,6",0,1,418,11,"0,5493","0,6875",,"0,026","1,2516","0,5493",,
4iodo-2tetrahydroacridindecoy11,430,"-48,5",0,1,419,11,"0,5506","0,6875",,"0,026","1,2487","0,5506",,
3iodo-2tetrahydroacridindecoy18,431,"-48,5",0,1,420,11,"0,5519","0,6875",,"0,026","1,2458","0,5519",,
3iodo-4tetrahydroacridindecoy47,432,"-48,5",0,1,421,11,"0,5531","0,6875",,"0,025","1,2429","0,5531",,
Tolserinedecoy18,433,"-48,4",0,1,422,11,"0,5544","0,6875",,"0,025","1,2400","0,5544",,
Heptyl-physostigminedecoy46,434,"-48,4",0,1,423,11,"0,5557","0,6875",,"0,025","1,2372","0,5557",,
Heptyl-physostigminedecoy42,435,"-48,4",0,1,424,11,"0,5570","0,6875",,"0,025","1,2343","0,5570",,
4iodo-3tetrahydroacridindecoy3,436,"-48,4",0,1,425,11,"0,5583","0,6875",,"0,025","1,2315","0,5583",,
Tolserinedecoy19,437,"-48,4",0,1,426,11,"0,5595","0,6875",,"0,025","1,2287","0,5595",,
3iodo-2tetrahydroacridindecoy17,438,"-48,4",0,1,427,11,"0,5608","0,6875",,"0,025","1,2259","0,5608",,
Tolserinedecoy17,439,"-48,3",0,1,428,11,"0,5621","0,6875",,"0,025","1,2231","0,5621",,
Donepezildecoy34,440,"-48,2",0,1,429,11,"0,5634","0,6875",,"0,025","1,2203","0,5634",,
