Ligand,Ordem,Affinity,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
3iodo-2tetrahydroacridindecoy48,68,"-60,6",0,1,67,1,"0,0871","0,0625",,"0,015","0,7178","0,0871",,
Bis-tacrinedecoy14,69,"-60,5",0,1,68,1,"0,0883","0,0625",,"0,014","0,7074","0,0883",,
4iodo-4tetrahydroacridindecoy44,70,"-60,2",0,1,69,1,"0,0896","0,0625",,"0,014","0,6973","0,0896",,
2iodo-3tetrahydroacridindecoy45,71,"-59,9",0,1,70,1,"0,0909","0,0625",,"0,014","0,6875","0,0909",,
2iodo-2tetrahydroacridindecoy34,72,"-59,9",0,1,71,1,"0,0922","0,0625",,"0,014","0,6779","0,0922",,
3iodo-4tetrahydroacridin,73,"-59,9",1,0,71,2,"0,0935","0,1250",,"0,027","1,3373","0,0935",,
2iodo-4tetrahydroacridin,74,"-59,5",1,0,71,3,"0,0948","0,1875",,"0,041","1,9788","0,0948",,
2iodo-4tetrahydroacridindecoy14,75,"-59,4",0,1,72,3,"0,0960","0,1875",,"0,040","1,9525","0,0960",,
2iodo-4tetrahydroacridindecoy19,76,"-59,3",0,1,73,3,"0,0973","0,1875",,"0,039","1,9268","0,0973",,
4iodo-4tetrahydroacridindecoy4,77,"-59,2",0,1,74,3,"0,0986","0,1875",,"0,039","1,9017","0,0986",,
4iodo-3tetrahydroacridindecoy41,78,"-59,1",0,1,75,3,"0,0999","0,1875",,"0,038","1,8774","0,0999",,
Bis-tacrinedecoy18,79,"-59,1",0,1,76,3,"0,1012","0,1875",,"0,038","1,8536","0,1012",,
2iodo-4tetrahydroacridindecoy1,80,"-59,0",0,1,77,3,"0,1024","0,1875",,"0,038","1,8304","0,1024",,
2iodo-4tetrahydroacridindecoy16,81,"-59,0",0,1,78,3,"0,1037","0,1875",,"0,037","1,8078","0,1037",,
Bis-tacrinedecoy42,82,"-58,9",0,1,79,3,"0,1050","0,1875",,"0,037","1,7858","0,1050",,
Bis-tacrinedecoy34,83,"-58,8",0,1,80,3,"0,1063","0,1875",,"0,036","1,7643","0,1063",,
3iodo-2tetrahydroacridindecoy26,84,"-58,7",0,1,81,3,"0,1076","0,1875",,"0,036","1,7433","0,1076",,
4iodo-4tetrahydroacridindecoy11,85,"-58,7",0,1,82,3,"0,1088","0,1875",,"0,035","1,7228","0,1088",,
3iodo-2tetrahydroacridindecoy41,86,"-58,7",0,1,83,3,"0,1101","0,1875",,"0,035","1,7027","0,1101",,
4iodo-4tetrahydroacridin,88,"-58,6",1,0,83,4,"0,1127","0,2500",,"0,045","2,2187","0,1127",,
4iodo-4tetrahydroacridindecoy28,87,"-58,6",0,1,84,4,"0,1114","0,2500",,"0,046","2,2442","0,1114",,
4iodo-3tetrahydroacridindecoy19,89,"-58,5",0,1,85,4,"0,1140","0,2500",,"0,045","2,1938","0,1140",,
Donepezildecoy29,90,"-58,5",0,1,86,4,"0,1152","0,2500",,"0,044","2,1694","0,1152",,
Bis-tacrinedecoy2,91,"-58,5",0,1,87,4,"0,1165","0,2500",,"0,044","2,1456","0,1165",,
4iodo-3tetrahydroacridindecoy6,92,"-58,5",0,1,88,4,"0,1178","0,2500",,"0,043","2,1222","0,1178",,
3iodo-2tetrahydroacridindecoy39,93,"-58,5",0,1,89,4,"0,1191","0,2500",,"0,043","2,0994","0,1191",,
4iodo-2tetrahydroacridindecoy19,94,"-58,5",0,1,90,4,"0,1204","0,2500",,"0,043","2,0771","0,1204",,
2iodo-4tetrahydroacridindecoy40,95,"-58,4",0,1,91,4,"0,1216","0,2500",,"0,042","2,0552","0,1216",,
Heptyl-physostigminedecoy15,96,"-58,4",0,1,92,4,"0,1229","0,2500",,"0,042","2,0338","0,1229",,
4iodo-3tetrahydroacridindecoy45,97,"-58,4",0,1,93,4,"0,1242","0,2500",,"0,041","2,0128","0,1242",,
Heptyl-physostigminedecoy17,98,"-58,4",0,1,94,4,"0,1255","0,2500",,"0,041","1,9923","0,1255",,
2iodo-2tetrahydroacridindecoy37,99,"-58,4",0,1,95,4,"0,1268","0,2500",,"0,040","1,9722","0,1268",,
3iodo-2tetrahydroacridindecoy46,100,"-58,3",0,1,96,4,"0,1280","0,2500",,"0,040","1,9525","0,1280",,
Bis-tacrinedecoy4,101,"-58,3",0,1,97,4,"0,1293","0,2500",,"0,040","1,9331","0,1293",,
Heptyl-physostigminedecoy36,102,"-58,3",0,1,98,4,"0,1306","0,2500",,"0,039","1,9142","0,1306",,
2iodo-4tetrahydroacridindecoy33,103,"-58,3",0,1,99,4,"0,1319","0,2500",,"0,039","1,8956","0,1319",,
4iodo-4tetrahydroacridindecoy32,104,"-58,3",0,1,100,4,"0,1332","0,2500",,"0,038","1,8774","0,1332",,
Bis-tacrinedecoy8,105,"-58,2",0,1,101,4,"0,1344","0,2500",,"0,038","1,8595","0,1344",,
Bis-tacrinedecoy29,106,"-58,2",0,1,102,4,"0,1357","0,2500",,"0,038","1,8419","0,1357",,
4iodo-4tetrahydroacridindecoy46,107,"-58,0",0,1,103,4,"0,1370","0,2500",,"0,037","1,8247","0,1370",,
4iodo-3tetrahydroacridindecoy38,108,"-58,0",0,1,104,4,"0,1383","0,2500",,"0,037","1,8078","0,1383",,
4iodo-3tetrahydroacridindecoy49,109,"-58,0",0,1,105,4,"0,1396","0,2500",,"0,037","1,7912","0,1396",,
2iodo-4tetrahydroacridindecoy10,110,"-58,0",0,1,106,4,"0,1408","0,2500",,"0,036","1,7750","0,1408",,
2iodo-3tetrahydroacridindecoy23,111,"-58,0",0,1,107,4,"0,1421","0,2500",,"0,036","1,7590","0,1421",,
Bis-tacrinedecoy25,112,"-58,0",0,1,108,4,"0,1434","0,2500",,"0,036","1,7433","0,1434",,
2iodo-4tetrahydroacridindecoy30,113,"-58,0",0,1,109,4,"0,1447","0,2500",,"0,035","1,7278","0,1447",,
2iodo-4tetrahydroacridindecoy48,114,"-57,9",0,1,110,4,"0,1460","0,2500",,"0,035","1,7127","0,1460",,
2iodo-4tetrahydroacridindecoy15,115,"-57,9",0,1,111,4,"0,1472","0,2500",,"0,035","1,6978","0,1472",,
2iodo-3tetrahydroacridin,116,"-57,9",1,0,111,5,"0,1485","0,3125",,"0,043","2,1039","0,1485",,
3iodo-2tetrahydroacridindecoy8,117,"-57,8",0,1,112,5,"0,1498","0,3125",,"0,043","2,0860","0,1498",,
4iodo-2tetrahydroacridindecoy48,118,"-57,7",0,1,113,5,"0,1511","0,3125",,"0,042","2,0683","0,1511",,
Heptyl-physostigminedecoy16,119,"-57,7",0,1,114,5,"0,1524","0,3125",,"0,042","2,0509","0,1524",,
4iodo-3tetrahydroacridindecoy10,120,"-57,6",0,1,115,5,"0,1536","0,3125",,"0,042","2,0338","0,1536",,
2iodo-3tetrahydroacridindecoy14,121,"-57,5",0,1,116,5,"0,1549","0,3125",,"0,041","2,0170","0,1549",,
2iodo-3tetrahydroacridindecoy33,122,"-57,3",0,1,117,5,"0,1562","0,3125",,"0,041","2,0005","0,1562",,
2iodo-4tetrahydroacridindecoy13,123,"-57,3",0,1,118,5,"0,1575","0,3125",,"0,041","1,9842","0,1575",,
2iodo-3tetrahydroacridindecoy48,124,"-57,3",0,1,119,5,"0,1588","0,3125",,"0,040","1,9682","0,1588",,
2iodo-2tetrahydroacridindecoy14,125,"-57,1",0,1,120,5,"0,1601","0,3125",,"0,040","1,9525","0,1601",,
3iodo-2tetrahydroacridindecoy49,126,"-56,9",0,1,121,5,"0,1613","0,3125",,"0,040","1,9370","0,1613",,
4iodo-4tetrahydroacridindecoy23,127,"-56,9",0,1,122,5,"0,1626","0,3125",,"0,039","1,9217","0,1626",,
2iodo-2tetrahydroacridindecoy24,128,"-56,8",0,1,123,5,"0,1639","0,3125",,"0,039","1,9067","0,1639",,
4iodo-2tetrahydroacridindecoy37,129,"-56,7",0,1,124,5,"0,1652","0,3125",,"0,039","1,8919","0,1652",,
2iodo-3tetrahydroacridindecoy38,130,"-56,7",0,1,125,5,"0,1665","0,3125",,"0,038","1,8774","0,1665",,
Bis-tacrinedecoy50,131,"-56,7",0,1,126,5,"0,1677","0,3125",,"0,038","1,8630","0,1677",,
3iodo-2tetrahydroacridindecoy40,132,"-56,6",0,1,127,5,"0,1690","0,3125",,"0,038","1,8489","0,1690",,
Bis-tacrinedecoy40,133,"-56,6",0,1,128,5,"0,1703","0,3125",,"0,038","1,8350","0,1703",,
2iodo-2tetrahydroacridindecoy29,134,"-56,5",0,1,129,5,"0,1716","0,3125",,"0,037","1,8213","0,1716",,
4iodo-3tetrahydroacridindecoy22,135,"-56,5",0,1,130,5,"0,1729","0,3125",,"0,037","1,8078","0,1729",,
Donepezildecoy10,136,"-56,5",0,1,131,5,"0,1741","0,3125",,"0,037","1,7945","0,1741",,
2iodo-3tetrahydroacridindecoy9,137,"-56,4",0,1,132,5,"0,1754","0,3125",,"0,036","1,7814","0,1754",,
2iodo-4tetrahydroacridindecoy9,138,"-56,4",0,1,133,5,"0,1767","0,3125",,"0,036","1,7685","0,1767",,
2iodo-3tetrahydroacridindecoy12,139,"-56,4",0,1,134,5,"0,1780","0,3125",,"0,036","1,7558","0,1780",,
4iodo-3tetrahydroacridindecoy39,140,"-56,3",0,1,135,5,"0,1793","0,3125",,"0,036","1,7433","0,1793",,
4iodo-2tetrahydroacridindecoy25,141,"-56,3",0,1,136,5,"0,1805","0,3125",,"0,035","1,7309","0,1805",,
4iodo-3tetrahydroacridin,143,"-56,3",1,0,136,6,"0,1831","0,3750",,"0,042","2,0480","0,1831",,
4iodo-3tetrahydroacridindecoy1,142,"-56,3",0,1,137,6,"0,1818","0,3750",,"0,042","2,0625","0,1818",,
4iodo-2tetrahydroacridindecoy31,144,"-56,2",0,1,138,6,"0,1844","0,3750",,"0,042","2,0338","0,1844",,
2iodo-4tetrahydroacridindecoy7,145,"-56,2",0,1,139,6,"0,1857","0,3750",,"0,041","2,0198","0,1857",,
4iodo-3tetrahydroacridindecoy12,146,"-56,2",0,1,140,6,"0,1869","0,3750",,"0,041","2,0059","0,1869",,
4iodo-2tetrahydroacridindecoy9,147,"-56,2",0,1,141,6,"0,1882","0,3750",,"0,041","1,9923","0,1882",,
4iodo-4tetrahydroacridindecoy27,148,"-56,2",0,1,142,6,"0,1895","0,3750",,"0,041","1,9788","0,1895",,
4iodo-4tetrahydroacridindecoy10,149,"-56,2",0,1,143,6,"0,1908","0,3750",,"0,040","1,9656","0,1908",,
2iodo-2tetrahydroacridindecoy47,150,"-56,1",0,1,144,6,"0,1921","0,3750",,"0,040","1,9525","0,1921",,
Heptyl-physostigminedecoy3,151,"-56,0",0,1,145,6,"0,1933","0,3750",,"0,040","1,9395","0,1933",,
3iodo-2tetrahydroacridindecoy38,152,"-56,0",0,1,146,6,"0,1946","0,3750",,"0,039","1,9268","0,1946",,
2iodo-3tetrahydroacridindecoy13,153,"-56,0",0,1,147,6,"0,1959","0,3750",,"0,039","1,9142","0,1959",,
3iodo-2tetrahydroacridin,154,"-56,0",1,0,147,7,"0,1972","0,4375",,"0,045","2,2187","0,1972",,
2iodo-2tetrahydroacridindecoy25,155,"-55,9",0,1,148,7,"0,1985","0,4375",,"0,045","2,2044","0,1985",,
Donepezildecoy43,156,"-55,9",0,1,149,7,"0,1997","0,4375",,"0,045","2,1903","0,1997",,
4iodo-2tetrahydroacridindecoy23,157,"-55,9",0,1,150,7,"0,2010","0,4375",,"0,045","2,1763","0,2010",,
3iodo-2tetrahydroacridindecoy15,158,"-55,9",0,1,151,7,"0,2023","0,4375",,"0,044","2,1625","0,2023",,
Heptyl-physostigminedecoy35,159,"-55,9",0,1,152,7,"0,2036","0,4375",,"0,044","2,1489","0,2036",,
Donepezildecoy14,160,"-55,9",0,1,153,7,"0,2049","0,4375",,"0,044","2,1355","0,2049",,
4iodo-2tetrahydroacridindecoy35,161,"-55,9",0,1,154,7,"0,2061","0,4375",,"0,043","2,1222","0,2061",,
3iodo-2tetrahydroacridindecoy16,162,"-55,8",0,1,155,7,"0,2074","0,4375",,"0,043","2,1091","0,2074",,
3iodo-4tetrahydroacridindecoy32,163,"-55,8",0,1,156,7,"0,2087","0,4375",,"0,043","2,0962","0,2087",,
4iodo-2tetrahydroacridindecoy38,164,"-55,8",0,1,157,7,"0,2100","0,4375",,"0,043","2,0834","0,2100",,
3iodo-2tetrahydroacridindecoy33,165,"-55,8",0,1,158,7,"0,2113","0,4375",,"0,042","2,0708","0,2113",,
Donepezildecoy6,166,"-55,7",0,1,159,7,"0,2125","0,4375",,"0,042","2,0583","0,2125",,
4iodo-3tetrahydroacridindecoy25,167,"-55,7",0,1,160,7,"0,2138","0,4375",,"0,042","2,0460","0,2138",,
Bis-tacrinedecoy24,168,"-55,7",0,1,161,7,"0,2151","0,4375",,"0,042","2,0338","0,2151",,
Donepezildecoy28,169,"-55,7",0,1,162,7,"0,2164","0,4375",,"0,041","2,0218","0,2164",,
2iodo-3tetrahydroacridindecoy27,170,"-55,7",0,1,163,7,"0,2177","0,4375",,"0,041","2,0099","0,2177",,
4iodo-2tetrahydroacridindecoy42,171,"-55,6",0,1,164,7,"0,2190","0,4375",,"0,041","1,9981","0,2190",,
Heptyl-physostigminedecoy2,172,"-55,6",0,1,165,7,"0,2202","0,4375",,"0,041","1,9865","0,2202",,
Bis-tacrinedecoy23,173,"-55,6",0,1,166,7,"0,2215","0,4375",,"0,040","1,9750","0,2215",,
4iodo-3tetrahydroacridindecoy9,174,"-55,6",0,1,167,7,"0,2228","0,4375",,"0,040","1,9637","0,2228",,
2iodo-4tetrahydroacridindecoy46,175,"-55,6",0,1,168,7,"0,2241","0,4375",,"0,040","1,9525","0,2241",,
2iodo-3tetrahydroacridindecoy28,176,"-55,5",0,1,169,7,"0,2254","0,4375",,"0,040","1,9414","0,2254",,
2iodo-2tetrahydroacridin,177,"-55,5",1,0,169,8,"0,2266","0,5000",,"0,045","2,2062","0,2266",,
4iodo-4tetrahydroacridindecoy38,178,"-55,5",0,1,170,8,"0,2279","0,5000",,"0,045","2,1938","0,2279",,
4iodo-4tetrahydroacridindecoy9,179,"-55,5",0,1,171,8,"0,2292","0,5000",,"0,045","2,1815","0,2292",,
4iodo-3tetrahydroacridindecoy44,180,"-55,4",0,1,172,8,"0,2305","0,5000",,"0,044","2,1694","0,2305",,
2iodo-4tetrahydroacridindecoy34,181,"-55,4",0,1,173,8,"0,2318","0,5000",,"0,044","2,1574","0,2318",,
Bis-tacrinedecoy1,182,"-55,4",0,1,174,8,"0,2330","0,5000",,"0,044","2,1456","0,2330",,
2iodo-4tetrahydroacridindecoy32,183,"-55,4",0,1,175,8,"0,2343","0,5000",,"0,044","2,1338","0,2343",,
Donepezildecoy38,184,"-55,4",0,1,176,8,"0,2356","0,5000",,"0,043","2,1222","0,2356",,
2iodo-2tetrahydroacridindecoy13,185,"-55,4",0,1,177,8,"0,2369","0,5000",,"0,043","2,1108","0,2369",,
2iodo-3tetrahydroacridindecoy17,186,"-55,3",0,1,178,8,"0,2382","0,5000",,"0,043","2,0994","0,2382",,
3iodo-2tetrahydroacridindecoy20,187,"-55,3",0,1,179,8,"0,2394","0,5000",,"0,043","2,0882","0,2394",,
3iodo-2tetrahydroacridindecoy7,188,"-55,3",0,1,180,8,"0,2407","0,5000",,"0,043","2,0771","0,2407",,
4iodo-4tetrahydroacridindecoy1,189,"-55,3",0,1,181,8,"0,2420","0,5000",,"0,042","2,0661","0,2420",,
4iodo-4tetrahydroacridindecoy3,190,"-55,3",0,1,182,8,"0,2433","0,5000",,"0,042","2,0552","0,2433",,
Heptyl-physostigminedecoy33,191,"-55,3",0,1,183,8,"0,2446","0,5000",,"0,042","2,0445","0,2446",,
2iodo-4tetrahydroacridindecoy25,192,"-55,3",0,1,184,8,"0,2458","0,5000",,"0,042","2,0338","0,2458",,
4iodo-3tetrahydroacridindecoy2,193,"-55,3",0,1,185,8,"0,2471","0,5000",,"0,041","2,0233","0,2471",,
Tolserinedecoy49,194,"-55,2",0,1,186,8,"0,2484","0,5000",,"0,041","2,0128","0,2484",,
4iodo-4tetrahydroacridindecoy39,195,"-55,2",0,1,187,8,"0,2497","0,5000",,"0,041","2,0025","0,2497",,
4iodo-3tetrahydroacridindecoy26,196,"-55,2",0,1,188,8,"0,2510","0,5000",,"0,041","1,9923","0,2510",,
2iodo-4tetrahydroacridindecoy12,197,"-55,1",0,1,189,8,"0,2522","0,5000",,"0,041","1,9822","0,2522",,
2iodo-4tetrahydroacridindecoy20,198,"-55,0",0,1,190,8,"0,2535","0,5000",,"0,040","1,9722","0,2535",,
4iodo-3tetrahydroacridindecoy42,199,"-55,0",0,1,191,8,"0,2548","0,5000",,"0,040","1,9623","0,2548",,
2iodo-4tetrahydroacridindecoy8,200,"-55,0",0,1,192,8,"0,2561","0,5000",,"0,040","1,9525","0,2561",,
3iodo-2tetrahydroacridindecoy28,201,"-54,9",0,1,193,8,"0,2574","0,5000",,"0,040","1,9427","0,2574",,
4iodo-2tetrahydroacridindecoy45,202,"-54,9",0,1,194,8,"0,2586","0,5000",,"0,040","1,9331","0,2586",,
2iodo-4tetrahydroacridindecoy44,203,"-54,9",0,1,195,8,"0,2599","0,5000",,"0,039","1,9236","0,2599",,
2iodo-3tetrahydroacridindecoy46,204,"-54,8",0,1,196,8,"0,2612","0,5000",,"0,039","1,9142","0,2612",,
Heptyl-physostigminedecoy44,205,"-54,8",0,1,197,8,"0,2625","0,5000",,"0,039","1,9048","0,2625",,
Donepezildecoy4,206,"-54,8",0,1,198,8,"0,2638","0,5000",,"0,039","1,8956","0,2638",,
4iodo-2tetrahydroacridin,207,"-54,8",1,0,198,9,"0,2650","0,5625",,"0,043","2,1222","0,2650",,
4iodo-3tetrahydroacridindecoy47,208,"-54,7",0,1,199,9,"0,2663","0,5625",,"0,043","2,1120","0,2663",,
Donepezildecoy21,209,"-54,7",0,1,200,9,"0,2676","0,5625",,"0,043","2,1019","0,2676",,
4iodo-2tetrahydroacridindecoy12,210,"-54,7",0,1,201,9,"0,2689","0,5625",,"0,043","2,0919","0,2689",,
3iodo-2tetrahydroacridindecoy12,211,"-54,6",0,1,202,9,"0,2702","0,5625",,"0,043","2,0820","0,2702",,
Donepezildecoy30,212,"-54,6",0,1,203,9,"0,2714","0,5625",,"0,042","2,0722","0,2714",,
2iodo-2tetrahydroacridindecoy6,213,"-54,6",0,1,204,9,"0,2727","0,5625",,"0,042","2,0625","0,2727",,
4iodo-2tetrahydroacridindecoy10,214,"-54,5",0,1,205,9,"0,2740","0,5625",,"0,042","2,0528","0,2740",,
2iodo-4tetrahydroacridindecoy31,215,"-54,4",0,1,206,9,"0,2753","0,5625",,"0,042","2,0433","0,2753",,
3iodo-2tetrahydroacridindecoy45,216,"-54,4",0,1,207,9,"0,2766","0,5625",,"0,042","2,0338","0,2766",,
Donepezildecoy18,217,"-54,4",0,1,208,9,"0,2778","0,5625",,"0,041","2,0244","0,2778",,
