Ligand,Ordem,Affinity_mean,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
Heptyl-physostigminedecoy16,208,"-9,8",0,1,203,5,"0,26633","0,3125",,,"0,0240","1,1734","0,2663",,
4iodo-4tetrahydroacridindecoy36,209,"-9,8",0,1,204,5,"0,26761","0,3125",,,"0,0239","1,1677","0,2676",,
2iodo-3tetrahydroacridindecoy42,210,"-9,8",0,1,205,5,"0,26889","0,3125",,,"0,0238","1,1622","0,2689",,
2iodo-4tetrahydroacridindecoy30,211,"-9,8",0,1,206,5,"0,27017","0,3125",,,"0,0237","1,1567","0,2702",,
3iodo-4tetrahydroacridindecoy48,212,"-9,8",0,1,207,5,"0,27145","0,3125",,,"0,0236","1,1512","0,2714",,
4iodo-3tetrahydroacridindecoy20,213,"-9,8",0,1,208,5,"0,27273","0,3125",,,"0,0235","1,1458","0,2727",,
Bis-tacrinedecoy10,214,"-9,8",0,1,209,5,"0,27401","0,3125",,,"0,0234","1,1405","0,2740",,
Bis-tacrinedecoy44,215,"-9,8",0,1,210,5,"0,27529","0,3125",,,"0,0233","1,1351","0,2753",,
Heptyl-physostigminedecoy15,216,"-9,8",0,1,211,5,"0,27657","0,3125",,,"0,0231","1,1299","0,2766",,
3iodo-2tetrahydroacridindecoy22,217,"-9,7",0,1,212,5,"0,27785","0,3125",,,"0,0230","1,1247","0,2778",,
2iodo-2tetrahydroacridindecoy21,218,"-9,7",0,1,213,5,"0,27913","0,3125",,,"0,0229","1,1195","0,2791",,
2iodo-3tetrahydroacridindecoy13,219,"-9,7",0,1,214,5,"0,28041","0,3125",,,"0,0228","1,1144","0,2804",,
4iodo-2tetrahydroacridindecoy48,220,"-9,7",0,1,215,5,"0,28169","0,3125",,,"0,0227","1,1094","0,2817",,
4iodo-2tetrahydroacridindecoy25,221,"-9,7",0,1,216,5,"0,28297","0,3125",,,"0,0226","1,1043","0,2830",,
4iodo-3tetrahydroacridindecoy8,222,"-9,7",0,1,217,5,"0,28425","0,3125",,,"0,0225","1,0994","0,2843",,
Heptyl-physostigminedecoy17,223,"-9,7",0,1,218,5,"0,28553","0,3125",,,"0,0224","1,0944","0,2855",,
4iodo-2tetrahydroacridindecoy12,224,"-9,7",0,1,219,5,"0,28681","0,3125",,,"0,0223","1,0895","0,2868",,
2iodo-2tetrahydroacridindecoy10,225,"-9,7",0,1,220,5,"0,28809","0,3125",,,"0,0222","1,0847","0,2881",,
2iodo-2tetrahydroacridindecoy30,226,"-9,7",0,1,221,5,"0,28937","0,3125",,,"0,0221","1,0799","0,2894",,
Bis-tacrinedecoy42,227,"-9,7",0,1,222,5,"0,29065","0,3125",,,"0,0220","1,0751","0,2907",,
2iodo-2tetrahydroacridindecoy25,228,"-9,7",0,1,223,5,"0,29193","0,3125",,,"0,0219","1,0704","0,2919",,
2iodo-3tetrahydroacridindecoy26,229,"-9,7",0,1,224,5,"0,29321","0,3125",,,"0,0218","1,0658","0,2932",,
4iodo-2tetrahydroacridindecoy11,230,"-9,7",0,1,225,5,"0,29449","0,3125",,,"0,0217","1,0611","0,2945",,
4iodo-2tetrahydroacridindecoy22,231,"-9,7",0,1,226,5,"0,29577","0,3125",,,"0,0216","1,0565","0,2958",,
2iodo-4tetrahydroacridindecoy46,232,"-9,7",0,1,227,5,"0,29706","0,3125",,,"0,0216","1,0520","0,2971",,
Tolserinedecoy49,233,"-9,7",0,1,228,5,"0,29834","0,3125",,,"0,0215","1,0475","0,2983",,
3iodo-4tetrahydroacridindecoy17,234,"-9,7",0,1,229,5,"0,29962","0,3125",,,"0,0214","1,0430","0,2996",,
3iodo-2tetrahydroacridindecoy42,235,"-9,7",0,1,230,5,"0,30090","0,3125",,,"0,0213","1,0385","0,3009",,
2iodo-2tetrahydroacridindecoy9,236,"-9,7",0,1,231,5,"0,30218","0,3125",,,"0,0212","1,0341","0,3022",,
4iodo-3tetrahydroacridindecoy5,237,"-9,7",0,1,232,5,"0,30346","0,3125",,,"0,0211","1,0298","0,3035",,
2iodo-3tetrahydroacridindecoy41,238,"-9,7",0,1,233,5,"0,30474","0,3125",,,"0,0210","1,0255","0,3047",,
4iodo-2tetrahydroacridindecoy10,239,"-9,7",0,1,234,5,"0,30602","0,3125",,,"0,0209","1,0212","0,3060",,
Bis-tacrinedecoy6,240,"-9,7",0,1,235,5,"0,30730","0,3125",,,"0,0208","1,0169","0,3073",,
2iodo-4tetrahydroacridindecoy14,241,"-9,7",0,1,236,5,"0,30858","0,3125",,,"0,0207","1,0127","0,3086",,
2iodo-4tetrahydroacridindecoy12,242,"-9,7",0,1,237,5,"0,30986","0,3125",,,"0,0207","1,0085","0,3099",,
Heptyl-physostigminedecoy10,243,"-9,7",0,1,238,5,"0,31114","0,3125",,,"0,0206","1,0044","0,3111",,
4iodo-2tetrahydroacridindecoy7,244,"-9,7",0,1,239,5,"0,31242","0,3125",,,"0,0205","1,0002","0,3124",,
Tolserinedecoy12,245,"-9,7",0,1,240,5,"0,31370","0,3125",,,"0,0204","0,9962","0,3137",,
2iodo-3tetrahydroacridindecoy7,246,"-9,7",0,1,241,5,"0,31498","0,3125",,,"0,0203","0,9921","0,3150",,
2iodo-3tetrahydroacridindecoy25,247,"-9,6",0,1,242,5,"0,31626","0,3125",,,"0,0202","0,9881","0,3163",,
4iodo-3tetrahydroacridindecoy11,248,"-9,6",0,1,243,5,"0,31754","0,3125",,,"0,0202","0,9841","0,3175",,
4iodo-2tetrahydroacridindecoy23,249,"-9,6",0,1,244,5,"0,31882","0,3125",,,"0,0201","0,9801","0,3188",,
Bis-tacrinedecoy25,250,"-9,6",0,1,245,5,"0,32010","0,3125",,,"0,0200","0,9762","0,3201",,
2iodo-2tetrahydroacridin,251,"-9,6",1,0,245,6,"0,32138","0,3750",,,"0,0239","1,1668","0,3214",,
3iodo-2tetrahydroacridindecoy13,252,"-9,6",0,1,246,6,"0,32266","0,3750",,,"0,0238","1,1622","0,3227",,
2iodo-3tetrahydroacridindecoy28,253,"-9,6",0,1,247,6,"0,32394","0,3750",,,"0,0237","1,1576","0,3239",,
4iodo-2tetrahydroacridindecoy5,254,"-9,6",0,1,248,6,"0,32522","0,3750",,,"0,0236","1,1530","0,3252",,
Donepezildecoy14,255,"-9,6",0,1,249,6,"0,32650","0,3750",,,"0,0235","1,1485","0,3265",,
3iodo-2tetrahydroacridindecoy49,256,"-9,6",0,1,250,6,"0,32778","0,3750",,,"0,0234","1,1440","0,3278",,
2iodo-4tetrahydroacridindecoy31,257,"-9,6",0,1,251,6,"0,32907","0,3750",,,"0,0233","1,1396","0,3291",,
Donepezildecoy10,258,"-9,6",0,1,252,6,"0,33035","0,3750",,,"0,0233","1,1351","0,3303",,
2iodo-3tetrahydroacridindecoy11,259,"-9,6",0,1,253,6,"0,33163","0,3750",,,"0,0232","1,1308","0,3316",,
2iodo-3tetrahydroacridindecoy46,260,"-9,6",0,1,254,6,"0,33291","0,3750",,,"0,0231","1,1264","0,3329",,
4iodo-3tetrahydroacridindecoy9,261,"-9,6",0,1,255,6,"0,33419","0,3750",,,"0,0230","1,1221","0,3342",,
4iodo-3tetrahydroacridin,262,"-9,6",1,0,255,7,"0,33547","0,4375",,,"0,0267","1,3041","0,3355",,
4iodo-2tetrahydroacridindecoy8,263,"-9,6",0,1,256,7,"0,33675","0,4375",,,"0,0266","1,2992","0,3367",,
4iodo-3tetrahydroacridindecoy39,264,"-9,6",0,1,257,7,"0,33803","0,4375",,,"0,0265","1,2942","0,3380",,
3iodo-2tetrahydroacridindecoy43,265,"-9,6",0,1,258,7,"0,33931","0,4375",,,"0,0264","1,2894","0,3393",,
2iodo-2tetrahydroacridindecoy17,266,"-9,6",0,1,259,7,"0,34059","0,4375",,,"0,0263","1,2845","0,3406",,
4iodo-2tetrahydroacridindecoy32,267,"-9,6",0,1,260,7,"0,34187","0,4375",,,"0,0262","1,2797","0,3419",,
3iodo-2tetrahydroacridindecoy28,268,"-9,6",0,1,261,7,"0,34315","0,4375",,,"0,0261","1,2749","0,3431",,
2iodo-4tetrahydroacridindecoy17,269,"-9,6",0,1,262,7,"0,34443","0,4375",,,"0,0260","1,2702","0,3444",,
4iodo-2tetrahydroacridindecoy4,270,"-9,6",0,1,263,7,"0,34571","0,4375",,,"0,0259","1,2655","0,3457",,
3iodo-2tetrahydroacridin,271,"-9,6",1,0,263,8,"0,34699","0,5000",,,"0,0295","1,4409","0,3470",,
4iodo-3tetrahydroacridindecoy48,272,"-9,6",0,1,264,8,"0,34827","0,5000",,,"0,0294","1,4356","0,3483",,
3iodo-2tetrahydroacridindecoy14,273,"-9,5",0,1,265,8,"0,34955","0,5000",,,"0,0293","1,4304","0,3496",,
4iodo-2tetrahydroacridindecoy20,274,"-9,5",0,1,266,8,"0,35083","0,5000",,,"0,0292","1,4252","0,3508",,
3iodo-4tetrahydroacridindecoy9,275,"-9,5",0,1,267,8,"0,35211","0,5000",,,"0,0291","1,4200","0,3521",,
4iodo-2tetrahydroacridindecoy46,276,"-9,5",0,1,268,8,"0,35339","0,5000",,,"0,0290","1,4148","0,3534",,
4iodo-4tetrahydroacridindecoy35,277,"-9,5",0,1,269,8,"0,35467","0,5000",,,"0,0289","1,4097","0,3547",,
4iodo-3tetrahydroacridindecoy21,278,"-9,5",0,1,270,8,"0,35595","0,5000",,,"0,0288","1,4046","0,3560",,
3iodo-4tetrahydroacridindecoy2,279,"-9,5",0,1,271,8,"0,35723","0,5000",,,"0,0287","1,3996","0,3572",,
3iodo-4tetrahydroacridindecoy15,280,"-9,5",0,1,272,8,"0,35851","0,5000",,,"0,0286","1,3946","0,3585",,
3iodo-2tetrahydroacridindecoy27,281,"-9,5",0,1,273,8,"0,35980","0,5000",,,"0,0285","1,3896","0,3598",,
3iodo-2tetrahydroacridindecoy6,282,"-9,5",0,1,274,8,"0,36108","0,5000",,,"0,0284","1,3847","0,3611",,
2iodo-4tetrahydroacridindecoy34,283,"-9,5",0,1,275,8,"0,36236","0,5000",,,"0,0283","1,3798","0,3624",,
2iodo-3tetrahydroacridindecoy24,284,"-9,5",0,1,276,8,"0,36364","0,5000",,,"0,0282","1,3750","0,3636",,
Heptyl-physostigminedecoy2,285,"-9,5",0,1,277,8,"0,36492","0,5000",,,"0,0281","1,3701","0,3649",,
2iodo-4tetrahydroacridindecoy19,286,"-9,5",0,1,278,8,"0,36620","0,5000",,,"0,0280","1,3654","0,3662",,
Heptyl-physostigminedecoy31,287,"-9,5",0,1,279,8,"0,36748","0,5000",,,"0,0279","1,3606","0,3675",,
Donepezildecoy4,288,"-9,4",0,1,280,8,"0,36876","0,5000",,,"0,0278","1,3559","0,3688",,
4iodo-3tetrahydroacridindecoy47,289,"-9,4",0,1,281,8,"0,37004","0,5000",,,"0,0277","1,3512","0,3700",,
3iodo-2tetrahydroacridindecoy34,290,"-9,4",0,1,282,8,"0,37132","0,5000",,,"0,0276","1,3465","0,3713",,
4iodo-2tetrahydroacridindecoy45,291,"-9,4",0,1,283,8,"0,37260","0,5000",,,"0,0275","1,3419","0,3726",,
4iodo-2tetrahydroacridindecoy29,292,"-9,4",0,1,284,8,"0,37388","0,5000",,,"0,0274","1,3373","0,3739",,
3iodo-4tetrahydroacridindecoy42,293,"-9,4",0,1,285,8,"0,37516","0,5000",,,"0,0273","1,3327","0,3752",,
3iodo-4tetrahydroacridindecoy10,294,"-9,4",0,1,286,8,"0,37644","0,5000",,,"0,0272","1,3282","0,3764",,
4iodo-2tetrahydroacridindecoy36,295,"-9,4",0,1,287,8,"0,37772","0,5000",,,"0,0271","1,3237","0,3777",,
4iodo-2tetrahydroacridin,296,"-9,4",1,0,287,9,"0,37900","0,5625",,,"0,0304","1,4841","0,3790",,
Tolserinedecoy33,297,"-9,4",0,1,288,9,"0,38028","0,5625",,,"0,0303","1,4791","0,3803",,
4iodo-4tetrahydroacridindecoy29,298,"-9,4",0,1,289,9,"0,38156","0,5625",,,"0,0302","1,4742","0,3816",,
3iodo-2tetrahydroacridindecoy30,299,"-9,4",0,1,290,9,"0,38284","0,5625",,,"0,0301","1,4692","0,3828",,
Tolserinedecoy50,300,"-9,4",0,1,291,9,"0,38412","0,5625",,,"0,0300","1,4643","0,3841",,
Donepezildecoy35,301,"-9,4",0,1,292,9,"0,38540","0,5625",,,"0,0299","1,4595","0,3854",,
4iodo-4tetrahydroacridindecoy3,302,"-9,4",0,1,293,9,"0,38668","0,5625",,,"0,0298","1,4546","0,3867",,
2iodo-4tetrahydroacridindecoy45,303,"-9,4",0,1,294,9,"0,38796","0,5625",,,"0,0297","1,4498","0,3880",,
4iodo-2tetrahydroacridindecoy1,304,"-9,4",0,1,295,9,"0,38924","0,5625",,,"0,0296","1,4451","0,3892",,
3iodo-2tetrahydroacridindecoy20,305,"-9,4",0,1,296,9,"0,39052","0,5625",,,"0,0295","1,4403","0,3905",,
4iodo-4tetrahydroacridindecoy32,306,"-9,4",0,1,297,9,"0,39181","0,5625",,,"0,0294","1,4356","0,3918",,
2iodo-2tetrahydroacridindecoy26,307,"-9,4",0,1,298,9,"0,39309","0,5625",,,"0,0293","1,4310","0,3931",,
Donepezildecoy7,308,"-9,4",0,1,299,9,"0,39437","0,5625",,,"0,0292","1,4263","0,3944",,
Heptyl-physostigminedecoy35,309,"-9,4",0,1,300,9,"0,39565","0,5625",,,"0,0291","1,4217","0,3956",,
3iodo-2tetrahydroacridindecoy12,310,"-9,4",0,1,301,9,"0,39693","0,5625",,,"0,0290","1,4171","0,3969",,
4iodo-4tetrahydroacridindecoy34,311,"-9,4",0,1,302,9,"0,39821","0,5625",,,"0,0289","1,4125","0,3982",,
3iodo-2tetrahydroacridindecoy4,312,"-9,4",0,1,303,9,"0,39949","0,5625",,,"0,0288","1,4080","0,3995",,
2iodo-3tetrahydroacridindecoy43,313,"-9,4",0,1,304,9,"0,40077","0,5625",,,"0,0288","1,4035","0,4008",,
3iodo-4tetrahydroacridindecoy7,314,"-9,4",0,1,305,9,"0,40205","0,5625",,,"0,0287","1,3991","0,4020",,
Donepezildecoy18,315,"-9,4",0,1,306,9,"0,40333","0,5625",,,"0,0286","1,3946","0,4033",,
4iodo-4tetrahydroacridindecoy39,316,"-9,4",0,1,307,9,"0,40461","0,5625",,,"0,0285","1,3902","0,4046",,
3iodo-2tetrahydroacridindecoy17,317,"-9,4",0,1,308,9,"0,40589","0,5625",,,"0,0284","1,3858","0,4059",,
2iodo-2tetrahydroacridindecoy31,318,"-9,4",0,1,309,9,"0,40717","0,5625",,,"0,0283","1,3815","0,4072",,
Heptyl-physostigminedecoy33,319,"-9,4",0,1,310,9,"0,40845","0,5625",,,"0,0282","1,3771","0,4085",,
Tolserinedecoy32,320,"-9,4",0,1,311,9,"0,40973","0,5625",,,"0,0281","1,3728","0,4097",,
Donepezildecoy39,321,"-9,3",0,1,312,9,"0,41101","0,5625",,,"0,0280","1,3685","0,4110",,
3iodo-2tetrahydroacridindecoy5,322,"-9,3",0,1,313,9,"0,41229","0,5625",,,"0,0280","1,3643","0,4123",,
3iodo-2tetrahydroacridindecoy9,323,"-9,3",0,1,314,9,"0,41357","0,5625",,,"0,0279","1,3601","0,4136",,
4iodo-4tetrahydroacridindecoy38,324,"-9,3",0,1,315,9,"0,41485","0,5625",,,"0,0278","1,3559","0,4149",,
4iodo-3tetrahydroacridindecoy44,325,"-9,3",0,1,316,9,"0,41613","0,5625",,,"0,0277","1,3517","0,4161",,
Donepezil,326,"-9,3",1,0,316,10,"0,41741","0,6250",,,"0,0307","1,4973","0,4174",,
2iodo-3tetrahydroacridindecoy10,327,"-9,3",0,1,317,10,"0,41869","0,6250",,,"0,0306","1,4927","0,4187",,
Heptyl-physostigminedecoy4,328,"-9,3",0,1,318,10,"0,41997","0,6250",,,"0,0305","1,4882","0,4200",,
3iodo-2tetrahydroacridindecoy18,329,"-9,3",0,1,319,10,"0,42125","0,6250",,,"0,0304","1,4836","0,4213",,
2iodo-2tetrahydroacridindecoy40,330,"-9,3",0,1,320,10,"0,42254","0,6250",,,"0,0303","1,4791","0,4225",,
Bis-tacrinedecoy22,331,"-9,3",0,1,321,10,"0,42382","0,6250",,,"0,0302","1,4747","0,4238",,
4iodo-3tetrahydroacridindecoy45,332,"-9,3",0,1,322,10,"0,42510","0,6250",,,"0,0301","1,4702","0,4251",,
Donepezildecoy6,333,"-9,3",0,1,323,10,"0,42638","0,6250",,,"0,0300","1,4658","0,4264",,
Tolserinedecoy34,334,"-9,3",0,1,324,10,"0,42766","0,6250",,,"0,0299","1,4614","0,4277",,
3iodo-2tetrahydroacridindecoy37,335,"-9,3",0,1,325,10,"0,42894","0,6250",,,"0,0299","1,4571","0,4289",,
2iodo-3tetrahydroacridindecoy18,336,"-9,3",0,1,326,10,"0,43022","0,6250",,,"0,0298","1,4527","0,4302",,
Donepezildecoy41,337,"-9,3",0,1,327,10,"0,43150","0,6250",,,"0,0297","1,4484","0,4315",,
Heptyl-physostigminedecoy30,338,"-9,3",0,1,328,10,"0,43278","0,6250",,,"0,0296","1,4441","0,4328",,
2iodo-3tetrahydroacridindecoy1,339,"-9,3",0,1,329,10,"0,43406","0,6250",,,"0,0295","1,4399","0,4341",,
2iodo-4tetrahydroacridindecoy16,340,"-9,3",0,1,330,10,"0,43534","0,6250",,,"0,0294","1,4356","0,4353",,
Bis-tacrinedecoy43,341,"-9,3",0,1,331,10,"0,43662","0,6250",,,"0,0293","1,4314","0,4366",,
Tolserinedecoy5,342,"-9,3",0,1,332,10,"0,43790","0,6250",,,"0,0292","1,4272","0,4379",,
Tolserinedecoy23,343,"-9,3",0,1,333,10,"0,43918","0,6250",,,"0,0292","1,4231","0,4392",,
2iodo-2tetrahydroacridindecoy3,344,"-9,3",0,1,334,10,"0,44046","0,6250",,,"0,0291","1,4189","0,4405",,
2iodo-3tetrahydroacridindecoy14,345,"-9,2",0,1,335,10,"0,44174","0,6250",,,"0,0290","1,4148","0,4417",,
Donepezildecoy38,346,"-9,2",0,1,336,10,"0,44302","0,6250",,,"0,0289","1,4107","0,4430",,
2iodo-4tetrahydroacridindecoy15,347,"-9,2",0,1,337,10,"0,44430","0,6250",,,"0,0288","1,4067","0,4443",,
3iodo-4tetrahydroacridindecoy31,348,"-9,2",0,1,338,10,"0,44558","0,6250",,,"0,0287","1,4026","0,4456",,
2iodo-3tetrahydroacridindecoy37,349,"-9,2",0,1,339,10,"0,44686","0,6250",,,"0,0287","1,3986","0,4469",,
2iodo-2tetrahydroacridindecoy15,350,"-9,2",0,1,340,10,"0,44814","0,6250",,,"0,0286","1,3946","0,4481",,
2iodo-2tetrahydroacridindecoy46,351,"-9,2",0,1,341,10,"0,44942","0,6250",,,"0,0285","1,3906","0,4494",,
2iodo-4tetrahydroacridindecoy40,352,"-9,2",0,1,342,10,"0,45070","0,6250",,,"0,0284","1,3867","0,4507",,
2iodo-4tetrahydroacridindecoy49,353,"-9,2",0,1,343,10,"0,45198","0,6250",,,"0,0283","1,3828","0,4520",,
2iodo-2tetrahydroacridindecoy47,354,"-9,2",0,1,344,10,"0,45327","0,6250",,,"0,0282","1,3789","0,4533",,
3iodo-2tetrahydroacridindecoy29,355,"-9,2",0,1,345,10,"0,45455","0,6250",,,"0,0282","1,3750","0,4545",,
3iodo-2tetrahydroacridindecoy40,356,"-9,2",0,1,346,10,"0,45583","0,6250",,,"0,0281","1,3711","0,4558",,
4iodo-3tetrahydroacridindecoy32,357,"-9,2",0,1,347,10,"0,45711","0,6250",,,"0,0280","1,3673","0,4571",,
Tolserinedecoy11,358,"-9,2",0,1,348,10,"0,45839","0,6250",,,"0,0279","1,3634","0,4584",,
Donepezildecoy36,359,"-9,2",0,1,349,10,"0,45967","0,6250",,,"0,0279","1,3597","0,4597",,
Tolserinedecoy24,360,"-9,2",0,1,350,10,"0,46095","0,6250",,,"0,0278","1,3559","0,4609",,
Bis-tacrinedecoy23,361,"-9,2",0,1,351,10,"0,46223","0,6250",,,"0,0277","1,3521","0,4622",,
Donepezildecoy45,362,"-9,2",0,1,352,10,"0,46351","0,6250",,,"0,0276","1,3484","0,4635",,
2iodo-2tetrahydroacridindecoy4,363,"-9,2",0,1,353,10,"0,46479","0,6250",,,"0,0275","1,3447","0,4648",,
4iodo-4tetrahydroacridindecoy5,364,"-9,2",0,1,354,10,"0,46607","0,6250",,,"0,0275","1,3410","0,4661",,
3iodo-2tetrahydroacridindecoy3,365,"-9,2",0,1,355,10,"0,46735","0,6250",,,"0,0274","1,3373","0,4673",,
Heptyl-physostigminedecoy32,366,"-9,2",0,1,356,10,"0,46863","0,6250",,,"0,0273","1,3336","0,4686",,
4iodo-3tetrahydroacridindecoy40,367,"-9,2",0,1,357,10,"0,46991","0,6250",,,"0,0272","1,3300","0,4699",,
4iodo-4tetrahydroacridindecoy6,368,"-9,2",0,1,358,10,"0,47119","0,6250",,,"0,0272","1,3264","0,4712",,
4iodo-4tetrahydroacridindecoy31,369,"-9,1",0,1,359,10,"0,47247","0,6250",,,"0,0271","1,3228","0,4725",,
4iodo-2tetrahydroacridindecoy34,370,"-9,1",0,1,360,10,"0,47375","0,6250",,,"0,0270","1,3192","0,4738",,
2iodo-3tetrahydroacridindecoy48,371,"-9,1",0,1,361,10,"0,47503","0,6250",,,"0,0270","1,3157","0,4750",,
Donepezildecoy43,372,"-9,1",0,1,362,10,"0,47631","0,6250",,,"0,0269","1,3121","0,4763",,
Donepezildecoy44,373,"-9,1",0,1,363,10,"0,47759","0,6250",,,"0,0268","1,3086","0,4776",,
2iodo-2tetrahydroacridindecoy41,374,"-9,1",0,1,364,10,"0,47887","0,6250",,,"0,0267","1,3051","0,4789",,
Tolserinedecoy44,375,"-9,1",0,1,365,10,"0,48015","0,6250",,,"0,0267","1,3016","0,4802",,
2iodo-2tetrahydroacridindecoy18,376,"-9,1",0,1,366,10,"0,48143","0,6250",,,"0,0266","1,2982","0,4814",,
Heptyl-physostigminedecoy38,377,"-9,1",0,1,367,10,"0,48271","0,6250",,,"0,0265","1,2947","0,4827",,
4iodo-4tetrahydroacridindecoy21,378,"-9,1",0,1,368,10,"0,48399","0,6250",,,"0,0265","1,2913","0,4840",,
Tolserinedecoy8,379,"-9,1",0,1,369,10,"0,48528","0,6250",,,"0,0264","1,2879","0,4853",,
Heptyl-physostigminedecoy7,380,"-9,1",0,1,370,10,"0,48656","0,6250",,,"0,0263","1,2845","0,4866",,
4iodo-2tetrahydroacridindecoy14,381,"-9,1",0,1,371,10,"0,48784","0,6250",,,"0,0262","1,2811","0,4878",,
Heptyl-physostigminedecoy11,382,"-9,1",0,1,372,10,"0,48912","0,6250",,,"0,0262","1,2778","0,4891",,
4iodo-4tetrahydroacridindecoy27,383,"-9,1",0,1,373,10,"0,49040","0,6250",,,"0,0261","1,2745","0,4904",,
Bis-tacrinedecoy24,384,"-9,1",0,1,374,10,"0,49168","0,6250",,,"0,0260","1,2711","0,4917",,
2iodo-4tetrahydroacridindecoy13,385,"-9,1",0,1,375,10,"0,49296","0,6250",,,"0,0260","1,2678","0,4930",,
2iodo-2tetrahydroacridindecoy45,386,"-9,1",0,1,376,10,"0,49424","0,6250",,,"0,0259","1,2645","0,4942",,
Heptyl-physostigminedecoy5,387,"-9,1",0,1,377,10,"0,49552","0,6250",,,"0,0258","1,2613","0,4955",,
Tolserinedecoy1,388,"-9,0",0,1,378,10,"0,49680","0,6250",,,"0,0258","1,2580","0,4968",,
2iodo-3tetrahydroacridindecoy31,389,"-9,0",0,1,379,10,"0,49808","0,6250",,,"0,0257","1,2548","0,4981",,
3iodo-4tetrahydroacridindecoy47,390,"-9,0",0,1,380,10,"0,49936","0,6250",,,"0,0256","1,2516","0,4994",,
2iodo-4tetrahydroacridindecoy33,391,"-9,0",0,1,381,10,"0,50064","0,6250",,,"0,0256","1,2484","0,5006",,
Donepezildecoy32,392,"-9,0",0,1,382,10,"0,50192","0,6250",,,"0,0255","1,2452","0,5019",,
Heptyl-physostigminedecoy43,393,"-9,0",0,1,383,10,"0,50320","0,6250",,,"0,0254","1,2420","0,5032",,
4iodo-4tetrahydroacridindecoy9,394,"-9,0",0,1,384,10,"0,50448","0,6250",,,"0,0254","1,2389","0,5045",,
2iodo-4tetrahydroacridindecoy35,395,"-9,0",0,1,385,10,"0,50576","0,6250",,,"0,0253","1,2357","0,5058",,
Tolserinedecoy10,396,"-9,0",0,1,386,10,"0,50704","0,6250",,,"0,0253","1,2326","0,5070",,
3iodo-4tetrahydroacridindecoy46,397,"-9,0",0,1,387,10,"0,50832","0,6250",,,"0,0252","1,2295","0,5083",,
2iodo-3tetrahydroacridindecoy36,398,"-9,0",0,1,388,10,"0,50960","0,6250",,,"0,0251","1,2264","0,5096",,
Donepezildecoy22,399,"-9,0",0,1,389,10,"0,51088","0,6250",,,"0,0251","1,2233","0,5109",,
Heptyl-physostigminedecoy37,400,"-9,0",0,1,390,10,"0,51216","0,6250",,,"0,0250","1,2203","0,5122",,
3iodo-4tetrahydroacridindecoy44,401,"-9,0",0,1,391,10,"0,51344","0,6250",,,"0,0249","1,2172","0,5134",,
Bis-tacrinedecoy4,402,"-9,0",0,1,392,10,"0,51472","0,6250",,,"0,0249","1,2142","0,5147",,
4iodo-4tetrahydroacridindecoy43,403,"-9,0",0,1,393,10,"0,51601","0,6250",,,"0,0248","1,2112","0,5160",,
3iodo-4tetrahydroacridindecoy49,404,"-8,9",0,1,394,10,"0,51729","0,6250",,,"0,0248","1,2082","0,5173",,
Tolserinedecoy3,405,"-8,9",0,1,395,10,"0,51857","0,6250",,,"0,0247","1,2052","0,5186",,
Donepezildecoy30,406,"-8,9",0,1,396,10,"0,51985","0,6250",,,"0,0246","1,2023","0,5198",,
4iodo-2tetrahydroacridindecoy42,407,"-8,9",0,1,397,10,"0,52113","0,6250",,,"0,0246","1,1993","0,5211",,
4iodo-3tetrahydroacridindecoy3,408,"-8,9",0,1,398,10,"0,52241","0,6250",,,"0,0245","1,1964","0,5224",,
Tolserinedecoy26,409,"-8,9",0,1,399,10,"0,52369","0,6250",,,"0,0244","1,1934","0,5237",,
3iodo-2tetrahydroacridindecoy2,410,"-8,9",0,1,400,10,"0,52497","0,6250",,,"0,0244","1,1905","0,5250",,
4iodo-2tetrahydroacridindecoy2,411,"-8,9",0,1,401,10,"0,52625","0,6250",,,"0,0243","1,1876","0,5262",,
4iodo-2tetrahydroacridindecoy44,412,"-8,9",0,1,402,10,"0,52753","0,6250",,,"0,0243","1,1847","0,5275",,
Heptyl-physostigminedecoy44,413,"-8,9",0,1,403,10,"0,52881","0,6250",,,"0,0242","1,1819","0,5288",,
3iodo-2tetrahydroacridindecoy45,414,"-8,9",0,1,404,10,"0,53009","0,6250",,,"0,0242","1,1790","0,5301",,
4iodo-3tetrahydroacridindecoy16,415,"-8,9",0,1,405,10,"0,53137","0,6250",,,"0,0241","1,1762","0,5314",,
Heptyl-physostigminedecoy8,416,"-8,9",0,1,406,10,"0,53265","0,6250",,,"0,0240","1,1734","0,5327",,
2iodo-3tetrahydroacridindecoy35,417,"-8,9",0,1,407,10,"0,53393","0,6250",,,"0,0240","1,1705","0,5339",,
2iodo-3tetrahydroacridindecoy34,418,"-8,9",0,1,408,10,"0,53521","0,6250",,,"0,0239","1,1677","0,5352",,
Heptyl-physostigminedecoy9,419,"-8,9",0,1,409,10,"0,53649","0,6250",,,"0,0239","1,1650","0,5365",,
2iodo-2tetrahydroacridindecoy42,420,"-8,8",0,1,410,10,"0,53777","0,6250",,,"0,0238","1,1622","0,5378",,
4iodo-3tetrahydroacridindecoy4,421,"-8,8",0,1,411,10,"0,53905","0,6250",,,"0,0238","1,1594","0,5391",,
