Ligand,Ordem,Affinity_mean,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
Tacrinedecoy46,650,"-6,8",0,1,636,14,"0,83227","0,8750",,,"0,0215","1,0513","0,8323",,
Physostigminedecoy20,651,"-6,8",0,1,637,14,"0,83355","0,8750",,,"0,0215","1,0497","0,8335",,
Velnacrinedecoy48,652,"-6,8",0,1,638,14,"0,83483","0,8750",,,"0,0215","1,0481","0,8348",,
3iodo-2tetrahydroacridindecoy50,653,"-6,8",0,1,639,14,"0,83611","0,8750",,,"0,0214","1,0465","0,8361",,
Tacrinedecoy48,654,"-6,8",0,1,640,14,"0,83739","0,8750",,,"0,0214","1,0449","0,8374",,
Galantaminedecoy7,655,"-6,8",0,1,641,14,"0,83867","0,8750",,,"0,0214","1,0433","0,8387",,
Tacrinedecoy12,656,"-6,8",0,1,642,14,"0,83995","0,8750",,,"0,0213","1,0417","0,8399",,
Physostigminedecoy12,657,"-6,8",0,1,643,14,"0,84123","0,8750",,,"0,0213","1,0401","0,8412",,
Physostigminedecoy47,658,"-6,8",0,1,644,14,"0,84251","0,8750",,,"0,0213","1,0385","0,8425",,
2iodo-2tetrahydroacridindecoy50,659,"-6,8",0,1,645,14,"0,84379","0,8750",,,"0,0212","1,0370","0,8438",,
2iodo-4tetrahydroacridindecoy39,660,"-6,8",0,1,646,14,"0,84507","0,8750",,,"0,0212","1,0354","0,8451",,
Galantaminedecoy43,661,"-6,8",0,1,647,14,"0,84635","0,8750",,,"0,0212","1,0338","0,8464",,
Galantaminedecoy29,662,"-6,8",0,1,648,14,"0,84763","0,8750",,,"0,0211","1,0323","0,8476",,
3iodo-4tetrahydroacridindecoy13,663,"-6,8",0,1,649,14,"0,84891","0,8750",,,"0,0211","1,0307","0,8489",,
Tacrinedecoy43,664,"-6,8",0,1,650,14,"0,85019","0,8750",,,"0,0211","1,0292","0,8502",,
Physostigminedecoy8,665,"-6,7",0,1,651,14,"0,85147","0,8750",,,"0,0211","1,0276","0,8515",,
Physostigminedecoy3,666,"-6,7",0,1,652,14,"0,85275","0,8750",,,"0,0210","1,0261","0,8528",,
Galantaminedecoy30,667,"-6,7",0,1,653,14,"0,85403","0,8750",,,"0,0210","1,0245","0,8540",,
Velnacrine,668,"-6,7",1,0,653,15,"0,85531","0,9375",,,"0,0225","1,0961","0,8553",,
Velnacrinedecoy33,669,"-6,7",0,1,654,15,"0,85659","0,9375",,,"0,0224","1,0944","0,8566",,
Tacrinedecoy25,670,"-6,7",0,1,655,15,"0,85787","0,9375",,,"0,0224","1,0928","0,8579",,
Physostigminedecoy15,671,"-6,7",0,1,656,15,"0,85915","0,9375",,,"0,0224","1,0912","0,8592",,
Heptyl-physostigminedecoy28,672,"-6,7",0,1,657,15,"0,86044","0,9375",,,"0,0223","1,0895","0,8604",,
Velnacrinedecoy32,673,"-6,6",0,1,658,15,"0,86172","0,9375",,,"0,0223","1,0879","0,8617",,
Velnacrinedecoy22,674,"-6,6",0,1,659,15,"0,86300","0,9375",,,"0,0223","1,0863","0,8630",,
Tacrine,675,"-6,6",1,0,659,16,"0,86428","1,0000",,,"0,0237","1,1570","0,8643",,
Physostigminedecoy27,676,"-6,6",0,1,660,16,"0,86556","1,0000",,,"0,0237","1,1553","0,8656",,
Tacrinedecoy6,677,"-6,6",0,1,661,16,"0,86684","1,0000",,,"0,0236","1,1536","0,8668",,
Physostigminedecoy35,678,"-6,6",0,1,662,16,"0,86812","1,0000",,,"0,0236","1,1519","0,8681",,
Velnacrinedecoy24,679,"-6,6",0,1,663,16,"0,86940","1,0000",,,"0,0236","1,1502","0,8694",,
Physostigminedecoy32,680,"-6,6",0,1,664,16,"0,87068","1,0000",,,"0,0235","1,1485","0,8707",,
Physostigminedecoy46,681,"-6,6",0,1,665,16,"0,87196","1,0000",,,"0,0235","1,1468","0,8720",,
Velnacrinedecoy30,682,"-6,6",0,1,666,16,"0,87324","1,0000",,,"0,0235","1,1451","0,8732",,
Physostigminedecoy25,683,"-6,6",0,1,667,16,"0,87452","1,0000",,,"0,0234","1,1435","0,8745",,
Physostigminedecoy24,684,"-6,6",0,1,668,16,"0,87580","1,0000",,,"0,0234","1,1418","0,8758",,
Velnacrinedecoy49,685,"-6,6",0,1,669,16,"0,87708","1,0000",,,"0,0234","1,1401","0,8771",,
Galantaminedecoy37,686,"-6,6",0,1,670,16,"0,87836","1,0000",,,"0,0233","1,1385","0,8784",,
Galantaminedecoy11,687,"-6,6",0,1,671,16,"0,87964","1,0000",,,"0,0233","1,1368","0,8796",,
Tacrinedecoy31,688,"-6,5",0,1,672,16,"0,88092","1,0000",,,"0,0233","1,1351","0,8809",,
Galantaminedecoy13,689,"-6,5",0,1,673,16,"0,88220","1,0000",,,"0,0232","1,1335","0,8822",,
Velnacrinedecoy40,690,"-6,5",0,1,674,16,"0,88348","1,0000",,,"0,0232","1,1319","0,8835",,
Galantaminedecoy31,691,"-6,5",0,1,675,16,"0,88476","1,0000",,,"0,0232","1,1302","0,8848",,
Galantaminedecoy8,692,"-6,5",0,1,676,16,"0,88604","1,0000",,,"0,0231","1,1286","0,8860",,
Velnacrinedecoy7,693,"-6,5",0,1,677,16,"0,88732","1,0000",,,"0,0231","1,1270","0,8873",,
Galantaminedecoy2,694,"-6,4",0,1,678,16,"0,88860","1,0000",,,"0,0231","1,1253","0,8886",,
Tacrinedecoy16,695,"-6,4",0,1,679,16,"0,88988","1,0000",,,"0,0230","1,1237","0,8899",,
3iodo-2tetrahydroacridindecoy25,696,"-6,4",0,1,680,16,"0,89117","1,0000",,,"0,0230","1,1221","0,8912",,
Tacrinedecoy49,697,"-6,4",0,1,681,16,"0,89245","1,0000",,,"0,0230","1,1205","0,8924",,
Velnacrinedecoy5,698,"-6,4",0,1,682,16,"0,89373","1,0000",,,"0,0229","1,1189","0,8937",,
Velnacrinedecoy45,699,"-6,4",0,1,683,16,"0,89501","1,0000",,,"0,0229","1,1173","0,8950",,
Velnacrinedecoy16,700,"-6,4",0,1,684,16,"0,89629","1,0000",,,"0,0229","1,1157","0,8963",,
Velnacrinedecoy12,701,"-6,4",0,1,685,16,"0,89757","1,0000",,,"0,0228","1,1141","0,8976",,
Tacrinedecoy47,702,"-6,4",0,1,686,16,"0,89885","1,0000",,,"0,0228","1,1125","0,8988",,
Tacrinedecoy24,703,"-6,4",0,1,687,16,"0,90013","1,0000",,,"0,0228","1,1109","0,9001",,
Tacrinedecoy1,704,"-6,4",0,1,688,16,"0,90141","1,0000",,,"0,0227","1,1094","0,9014",,
Velnacrinedecoy27,705,"-6,3",0,1,689,16,"0,90269","1,0000",,,"0,0227","1,1078","0,9027",,
Tacrinedecoy8,706,"-6,3",0,1,690,16,"0,90397","1,0000",,,"0,0227","1,1062","0,9040",,
Physostigminedecoy21,707,"-6,3",0,1,691,16,"0,90525","1,0000",,,"0,0226","1,1046","0,9052",,
Tacrinedecoy28,708,"-6,3",0,1,692,16,"0,90653","1,0000",,,"0,0226","1,1031","0,9065",,
Tacrinedecoy39,709,"-6,3",0,1,693,16,"0,90781","1,0000",,,"0,0226","1,1015","0,9078",,
Galantaminedecoy20,710,"-6,3",0,1,694,16,"0,90909","1,0000",,,"0,0225","1,1000","0,9091",,
Velnacrinedecoy28,711,"-6,3",0,1,695,16,"0,91037","1,0000",,,"0,0225","1,0984","0,9104",,
Velnacrinedecoy39,712,"-6,3",0,1,696,16,"0,91165","1,0000",,,"0,0225","1,0969","0,9117",,
Tacrinedecoy14,713,"-6,3",0,1,697,16,"0,91293","1,0000",,,"0,0224","1,0953","0,9129",,
Galantaminedecoy36,714,"-6,2",0,1,698,16,"0,91421","1,0000",,,"0,0224","1,0938","0,9142",,
Galantaminedecoy28,715,"-6,2",0,1,699,16,"0,91549","1,0000",,,"0,0224","1,0923","0,9155",,
Tacrinedecoy21,716,"-6,2",0,1,700,16,"0,91677","1,0000",,,"0,0223","1,0908","0,9168",,
Tacrinedecoy38,717,"-6,2",0,1,701,16,"0,91805","1,0000",,,"0,0223","1,0892","0,9181",,
Velnacrinedecoy21,718,"-6,2",0,1,702,16,"0,91933","1,0000",,,"0,0223","1,0877","0,9193",,
Tacrinedecoy36,719,"-6,2",0,1,703,16,"0,92061","1,0000",,,"0,0223","1,0862","0,9206",,
Velnacrinedecoy8,720,"-6,2",0,1,704,16,"0,92190","1,0000",,,"0,0222","1,0847","0,9219",,
Tacrinedecoy9,721,"-6,2",0,1,705,16,"0,92318","1,0000",,,"0,0222","1,0832","0,9232",,
Tacrinedecoy29,722,"-6,2",0,1,706,16,"0,92446","1,0000",,,"0,0222","1,0817","0,9245",,
Velnacrinedecoy10,723,"-6,2",0,1,707,16,"0,92574","1,0000",,,"0,0221","1,0802","0,9257",,
Physostigminedecoy30,724,"-6,1",0,1,708,16,"0,92702","1,0000",,,"0,0221","1,0787","0,9270",,
Tacrinedecoy42,725,"-6,1",0,1,709,16,"0,92830","1,0000",,,"0,0221","1,0772","0,9283",,
Tacrinedecoy4,726,"-6,1",0,1,710,16,"0,92958","1,0000",,,"0,0220","1,0757","0,9296",,
Tacrinedecoy40,727,"-6,1",0,1,711,16,"0,93086","1,0000",,,"0,0220","1,0743","0,9309",,
Physostigminedecoy13,728,"-6,1",0,1,712,16,"0,93214","1,0000",,,"0,0220","1,0728","0,9321",,
Velnacrinedecoy29,729,"-6,1",0,1,713,16,"0,93342","1,0000",,,"0,0219","1,0713","0,9334",,
Velnacrinedecoy41,730,"-6,1",0,1,714,16,"0,93470","1,0000",,,"0,0219","1,0698","0,9347",,
Physostigminedecoy7,731,"-6,1",0,1,715,16,"0,93598","1,0000",,,"0,0219","1,0684","0,9360",,
Tacrinedecoy13,732,"-6,1",0,1,716,16,"0,93726","1,0000",,,"0,0219","1,0669","0,9373",,
Velnacrinedecoy13,733,"-6,1",0,1,717,16,"0,93854","1,0000",,,"0,0218","1,0655","0,9385",,
Velnacrinedecoy31,734,"-6,1",0,1,718,16,"0,93982","1,0000",,,"0,0218","1,0640","0,9398",,
Tacrinedecoy22,735,"-6,1",0,1,719,16,"0,94110","1,0000",,,"0,0218","1,0626","0,9411",,
Velnacrinedecoy23,736,"-6,1",0,1,720,16,"0,94238","1,0000",,,"0,0217","1,0611","0,9424",,
Velnacrinedecoy26,737,"-6,1",0,1,721,16,"0,94366","1,0000",,,"0,0217","1,0597","0,9437",,
Velnacrinedecoy6,738,"-6,1",0,1,722,16,"0,94494","1,0000",,,"0,0217","1,0582","0,9449",,
Tacrinedecoy45,739,"-6,0",0,1,723,16,"0,94622","1,0000",,,"0,0217","1,0568","0,9462",,
Velnacrinedecoy14,740,"-6,0",0,1,724,16,"0,94750","1,0000",,,"0,0216","1,0554","0,9475",,
Tacrinedecoy26,741,"-6,0",0,1,725,16,"0,94878","1,0000",,,"0,0216","1,0540","0,9488",,
Tacrinedecoy50,742,"-6,0",0,1,726,16,"0,95006","1,0000",,,"0,0216","1,0525","0,9501",,
Velnacrinedecoy37,743,"-6,0",0,1,727,16,"0,95134","1,0000",,,"0,0215","1,0511","0,9513",,
Tacrinedecoy20,744,"-6,0",0,1,728,16,"0,95262","1,0000",,,"0,0215","1,0497","0,9526",,
Velnacrinedecoy25,745,"-6,0",0,1,729,16,"0,95391","1,0000",,,"0,0215","1,0483","0,9539",,
Velnacrinedecoy3,746,"-6,0",0,1,730,16,"0,95519","1,0000",,,"0,0214","1,0469","0,9552",,
Velnacrinedecoy38,747,"-6,0",0,1,731,16,"0,95647","1,0000",,,"0,0214","1,0455","0,9565",,
Velnacrinedecoy15,748,"-5,9",0,1,732,16,"0,95775","1,0000",,,"0,0214","1,0441","0,9577",,
Tacrinedecoy7,749,"-5,9",0,1,733,16,"0,95903","1,0000",,,"0,0214","1,0427","0,9590",,
Velnacrinedecoy20,750,"-5,9",0,1,734,16,"0,96031","1,0000",,,"0,0213","1,0413","0,9603",,
Velnacrinedecoy18,751,"-5,9",0,1,735,16,"0,96159","1,0000",,,"0,0213","1,0399","0,9616",,
Tacrinedecoy17,752,"-5,9",0,1,736,16,"0,96287","1,0000",,,"0,0213","1,0385","0,9629",,
Tacrinedecoy37,753,"-5,9",0,1,737,16,"0,96415","1,0000",,,"0,0212","1,0372","0,9641",,
Velnacrinedecoy19,754,"-5,9",0,1,738,16,"0,96543","1,0000",,,"0,0212","1,0358","0,9654",,
Velnacrinedecoy36,755,"-5,9",0,1,739,16,"0,96671","1,0000",,,"0,0212","1,0344","0,9667",,
Tacrinedecoy18,756,"-5,8",0,1,740,16,"0,96799","1,0000",,,"0,0212","1,0330","0,9680",,
Tacrinedecoy44,757,"-5,8",0,1,741,16,"0,96927","1,0000",,,"0,0211","1,0317","0,9693",,
Velnacrinedecoy11,758,"-5,8",0,1,742,16,"0,97055","1,0000",,,"0,0211","1,0303","0,9706",,
Velnacrinedecoy17,759,"-5,8",0,1,743,16,"0,97183","1,0000",,,"0,0211","1,0290","0,9718",,
Velnacrinedecoy46,760,"-5,8",0,1,744,16,"0,97311","1,0000",,,"0,0211","1,0276","0,9731",,
Velnacrinedecoy2,761,"-5,8",0,1,745,16,"0,97439","1,0000",,,"0,0210","1,0263","0,9744",,
Velnacrinedecoy4,762,"-5,8",0,1,746,16,"0,97567","1,0000",,,"0,0210","1,0249","0,9757",,
Tacrinedecoy27,763,"-5,8",0,1,747,16,"0,97695","1,0000",,,"0,0210","1,0236","0,9770",,
Tacrinedecoy35,764,"-5,8",0,1,748,16,"0,97823","1,0000",,,"0,0209","1,0222","0,9782",,
Velnacrinedecoy9,765,"-5,8",0,1,749,16,"0,97951","1,0000",,,"0,0209","1,0209","0,9795",,
Velnacrinedecoy47,766,"-5,8",0,1,750,16,"0,98079","1,0000",,,"0,0209","1,0196","0,9808",,
Tacrinedecoy30,767,"-5,8",0,1,751,16,"0,98207","1,0000",,,"0,0209","1,0182","0,9821",,
Galantaminedecoy1,768,"-5,7",0,1,752,16,"0,98335","1,0000",,,"0,0208","1,0169","0,9834",,
Tacrinedecoy19,769,"-5,7",0,1,753,16,"0,98464","1,0000",,,"0,0208","1,0156","0,9846",,
Velnacrinedecoy44,770,"-5,7",0,1,754,16,"0,98592","1,0000",,,"0,0208","1,0143","0,9859",,
Galantaminedecoy27,771,"-5,7",0,1,755,16,"0,98720","1,0000",,,"0,0208","1,0129","0,9872",,
Galantaminedecoy25,772,"-5,7",0,1,756,16,"0,98848","1,0000",,,"0,0207","1,0116","0,9885",,
Tacrinedecoy10,773,"-5,7",0,1,757,16,"0,98976","1,0000",,,"0,0207","1,0103","0,9898",,
Tacrinedecoy15,774,"-5,7",0,1,758,16,"0,99104","1,0000",,,"0,0207","1,0090","0,9910",,
Velnacrinedecoy43,775,"-5,7",0,1,759,16,"0,99232","1,0000",,,"0,0206","1,0077","0,9923",,
Velnacrinedecoy50,776,"-5,6",0,1,760,16,"0,99360","1,0000",,,"0,0206","1,0064","0,9936",,
Velnacrinedecoy1,777,"-5,5",0,1,761,16,"0,99488","1,0000",,,"0,0206","1,0051","0,9949",,
Tacrinedecoy34,778,"-5,5",0,1,762,16,"0,99616","1,0000",,,"0,0206","1,0038","0,9962",,
Galantaminedecoy26,779,"-5,4",0,1,763,16,"0,99744","1,0000",,,"0,0205","1,0025","0,9974",,
Tacrinedecoy23,780,"-5,3",0,1,764,16,"0,99872","1,0000",,,"0,0205","1,0013","0,9987",,
Velnacrinedecoy42,781,"-5,2",0,1,765,16,"1,00000","1,0000",,,"0,0205","1,0000","1,0000",,
,,,16,765,,,,,,,,,,,
