Ligand,Ordem,Affinity,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
3iodo-2tetrahydroacridindecoy6,231,"-9,6",0,1,222,9,"0,296","0,563",,"0,039","1,9017","0,296",,
4iodo-4tetrahydroacridindecoy16,232,"-9,6",0,1,223,9,"0,297","0,563",,"0,039","1,8935","0,297",,
Bis-tacrinedecoy25,233,"-9,6",0,1,224,9,"0,298","0,563",,"0,039","1,8854","0,298",,
Heptyl-physostigminedecoy19,234,"-9,6",0,1,225,9,"0,300","0,563",,"0,038","1,8774","0,300",,
Heptyl-physostigminedecoy50,235,"-9,6",0,1,226,9,"0,301","0,563",,"0,038","1,8694","0,301",,
2iodo-2tetrahydroacridindecoy14,236,"-9,6",0,1,227,9,"0,302","0,563",,"0,038","1,8615","0,302",,
2iodo-3tetrahydroacridindecoy42,237,"-9,6",0,1,228,9,"0,303","0,563",,"0,038","1,8536","0,303",,
Donepezildecoy47,238,"-9,6",0,1,229,9,"0,305","0,563",,"0,038","1,8458","0,305",,
2iodo-3tetrahydroacridindecoy39,239,"-9,6",0,1,230,9,"0,306","0,563",,"0,038","1,8381","0,306",,
3iodo-4tetrahydroacridindecoy31,240,"-9,6",0,1,231,9,"0,307","0,563",,"0,038","1,8304","0,307",,
4iodo-4tetrahydroacridindecoy21,241,"-9,6",0,1,232,9,"0,309","0,563",,"0,037","1,8228","0,309",,
Bis-tacrinedecoy44,242,"-9,6",0,1,233,9,"0,310","0,563",,"0,037","1,8153","0,310",,
Bis-tacrinedecoy7,243,"-9,6",0,1,234,9,"0,311","0,563",,"0,037","1,8078","0,311",,
Tolserinedecoy43,244,"-9,6",0,1,235,9,"0,312","0,563",,"0,037","1,8004","0,312",,
2iodo-2tetrahydroacridindecoy3,245,"-9,6",0,1,236,9,"0,314","0,563",,"0,037","1,7931","0,314",,
3iodo-2tetrahydroacridindecoy10,246,"-9,6",0,1,237,9,"0,315","0,563",,"0,037","1,7858","0,315",,
Donepezildecoy13,247,"-9,6",0,1,238,9,"0,316","0,563",,"0,036","1,7786","0,316",,
2iodo-2tetrahydroacridindecoy6,248,"-9,5",0,1,239,9,"0,318","0,563",,"0,036","1,7714","0,318",,
2iodo-4tetrahydroacridindecoy13,249,"-9,5",0,1,240,9,"0,319","0,563",,"0,036","1,7643","0,319",,
3iodo-2tetrahydroacridindecoy9,250,"-9,5",0,1,241,9,"0,320","0,563",,"0,036","1,7572","0,320",,
Donepezildecoy3,251,"-9,5",0,1,242,9,"0,321","0,563",,"0,036","1,7502","0,321",,
Tolserinedecoy21,252,"-9,5",0,1,243,9,"0,323","0,563",,"0,036","1,7433","0,323",,
Tolserinedecoy27,253,"-9,5",0,1,244,9,"0,324","0,563",,"0,036","1,7364","0,324",,
2iodo-3tetrahydroacridindecoy35,254,"-9,5",0,1,245,9,"0,325","0,563",,"0,035","1,7295","0,325",,
2iodo-4tetrahydroacridindecoy44,255,"-9,5",0,1,246,9,"0,327","0,563",,"0,035","1,7228","0,327",,
3iodo-2tetrahydroacridindecoy40,256,"-9,5",0,1,247,9,"0,328","0,563",,"0,035","1,7160","0,328",,
4iodo-2tetrahydroacridindecoy32,257,"-9,5",0,1,248,9,"0,329","0,563",,"0,035","1,7094","0,329",,
4iodo-3tetrahydroacridindecoy15,258,"-9,5",0,1,249,9,"0,330","0,563",,"0,035","1,7027","0,330",,
Donepezildecoy35,259,"-9,5",0,1,250,9,"0,332","0,563",,"0,035","1,6962","0,332",,
2iodo-3tetrahydroacridindecoy21,260,"-9,5",0,1,251,10,"0,333","0,625",,"0,038","1,8774","0,333",,
2iodo-4tetrahydroacridindecoy3,261,"-9,5",0,1,252,10,"0,334","0,625",,"0,038","1,8702","0,334",,
4iodo-4tetrahydroacridindecoy28,262,"-9,5",0,1,253,10,"0,335","0,625",,"0,038","1,8630","0,335",,
Donepezildecoy19,263,"-9,5",0,1,254,10,"0,337","0,625",,"0,038","1,8559","0,337",,
Heptyl-physostigminedecoy47,264,"-9,5",0,1,255,10,"0,338","0,625",,"0,038","1,8489","0,338",,
2iodo-2tetrahydroacridindecoy33,265,"-9,5",0,1,256,10,"0,339","0,625",,"0,038","1,8419","0,339",,
4iodo-2tetrahydroacridindecoy8,266,"-9,5",0,1,257,10,"0,341","0,625",,"0,038","1,8350","0,341",,
4iodo-4tetrahydroacridindecoy5,267,"-9,5",0,1,258,10,"0,342","0,625",,"0,037","1,8281","0,342",,
3iodo-2tetrahydroacridindecoy38,268,"-9,5",0,1,259,10,"0,343","0,625",,"0,037","1,8213","0,343",,
4iodo-3tetrahydroacridindecoy23,269,"-9,5",0,1,260,10,"0,344","0,625",,"0,037","1,8146","0,344",,
4iodo-4tetrahydroacridindecoy40,270,"-9,5",0,1,261,10,"0,346","0,625",,"0,037","1,8078","0,346",,
Donepezildecoy23,271,"-9,5",0,1,262,10,"0,347","0,625",,"0,037","1,8012","0,347",,
Heptyl-physostigminedecoy10,272,"-9,5",0,1,263,10,"0,348","0,625",,"0,037","1,7945","0,348",,
Physostigminedecoy6,273,"-9,5",0,1,264,10,"0,350","0,625",,"0,037","1,7880","0,350",,
Donepezil,274,"-9,5",1,0,250,10,"0,351","0,625",,"0,036","1,7814","0,351",,
2iodo-3tetrahydroacridindecoy11,275,"-9,4",0,1,265,10,"0,352","0,625",,"0,036","1,7750","0,352",,
2iodo-3tetrahydroacridindecoy3,276,"-9,4",0,1,266,10,"0,353","0,625",,"0,036","1,7685","0,353",,
3iodo-4tetrahydroacridindecoy43,277,"-9,4",0,1,267,10,"0,355","0,625",,"0,036","1,7621","0,355",,
4iodo-4tetrahydroacridindecoy31,278,"-9,4",0,1,268,10,"0,356","0,625",,"0,036","1,7558","0,356",,
Bis-tacrinedecoy30,279,"-9,4",0,1,269,10,"0,357","0,625",,"0,036","1,7495","0,357",,
Heptyl-physostigminedecoy46,280,"-9,4",0,1,270,10,"0,359","0,625",,"0,036","1,7433","0,359",,
Physostigminedecoy14,281,"-9,4",0,1,271,10,"0,360","0,625",,"0,036","1,7371","0,360",,
4iodo-2tetrahydroacridindecoy34,282,"-9,4",0,1,272,10,"0,361","0,625",,"0,035","1,7309","0,361",,
4iodo-3tetrahydroacridindecoy37,283,"-9,4",0,1,273,10,"0,362","0,625",,"0,035","1,7248","0,362",,
Heptyl-physostigminedecoy2,284,"-9,4",0,1,274,10,"0,364","0,625",,"0,035","1,7187","0,364",,
Tolserinedecoy17,285,"-9,4",0,1,275,10,"0,365","0,625",,"0,035","1,7127","0,365",,
2iodo-3tetrahydroacridindecoy37,286,"-9,4",0,1,276,10,"0,366","0,625",,"0,035","1,7067","0,366",,
2iodo-3tetrahydroacridindecoy6,287,"-9,4",0,1,277,10,"0,367","0,625",,"0,035","1,7007","0,367",,
3iodo-2tetrahydroacridindecoy1,288,"-9,4",0,1,278,10,"0,369","0,625",,"0,035","1,6948","0,369",,
4iodo-3tetrahydroacridindecoy12,289,"-9,4",0,1,279,10,"0,370","0,625",,"0,035","1,6890","0,370",,
4iodo-4tetrahydroacridindecoy10,290,"-9,4",0,1,280,10,"0,371","0,625",,"0,034","1,6832","0,371",,
4iodo-4tetrahydroacridindecoy7,291,"-9,4",0,1,281,10,"0,373","0,625",,"0,034","1,6774","0,373",,
Donepezildecoy49,292,"-9,4",0,1,282,10,"0,374","0,625",,"0,034","1,6716","0,374",,
Galantaminedecoy16,293,"-9,4",0,1,283,10,"0,375","0,625",,"0,034","1,6659","0,375",,
Galantaminedecoy44,294,"-9,4",0,1,284,10,"0,376","0,625",,"0,034","1,6603","0,376",,
2iodo-4tetrahydroacridindecoy49,295,"-9,4",0,1,285,10,"0,378","0,625",,"0,034","1,6546","0,378",,
4iodo-3tetrahydroacridindecoy42,296,"-9,4",0,1,286,10,"0,379","0,625",,"0,034","1,6490","0,379",,
3iodo-2tetrahydroacridindecoy37,297,"-9,4",0,1,287,10,"0,380","0,625",,"0,034","1,6435","0,380",,
Heptyl-physostigminedecoy42,298,"-9,4",0,1,288,10,"0,382","0,625",,"0,034","1,6380","0,382",,
3iodo-4tetrahydroacridindecoy42,299,"-9,3",0,1,289,10,"0,383","0,625",,"0,033","1,6325","0,383",,
3iodo-4tetrahydroacridindecoy46,300,"-9,3",0,1,290,10,"0,384","0,625",,"0,033","1,6270","0,384",,
Bis-tacrinedecoy35,301,"-9,3",0,1,291,10,"0,385","0,625",,"0,033","1,6216","0,385",,
Donepezildecoy7,302,"-9,3",0,1,292,10,"0,387","0,625",,"0,033","1,6163","0,387",,
Galantaminedecoy17,303,"-9,3",0,1,293,10,"0,388","0,625",,"0,033","1,6109","0,388",,
Heptyl-physostigminedecoy7,304,"-9,3",0,1,294,10,"0,389","0,625",,"0,033","1,6056","0,389",,
Tolserinedecoy10,305,"-9,3",0,1,295,10,"0,391","0,625",,"0,033","1,6004","0,391",,
3iodo-2tetrahydroacridindecoy8,306,"-9,3",0,1,296,10,"0,392","0,625",,"0,033","1,5951","0,392",,
4iodo-3tetrahydroacridindecoy20,307,"-9,3",0,1,297,10,"0,393","0,625",,"0,033","1,5899","0,393",,
Heptyl-physostigminedecoy23,308,"-9,3",0,1,298,10,"0,394","0,625",,"0,032","1,5848","0,394",,
Tolserinedecoy8,309,"-9,3",0,1,299,10,"0,396","0,625",,"0,032","1,5797","0,396",,
Heptyl-physostigminedecoy18,310,"-9,3",0,1,300,10,"0,397","0,625",,"0,032","1,5746","0,397",,
Heptyl-physostigminedecoy27,311,"-9,3",0,1,301,10,"0,398","0,625",,"0,032","1,5695","0,398",,
Heptyl-physostigminedecoy41,312,"-9,3",0,1,302,10,"0,399","0,625",,"0,032","1,5645","0,399",,
Physostigminedecoy31,313,"-9,3",0,1,303,10,"0,401","0,625",,"0,032","1,5595","0,401",,
Tolserinedecoy18,314,"-9,3",0,1,304,10,"0,402","0,625",,"0,032","1,5545","0,402",,
2iodo-2tetrahydroacridindecoy9,315,"-9,3",0,1,305,10,"0,403","0,625",,"0,032","1,5496","0,403",,
2iodo-3tetrahydroacridindecoy27,316,"-9,3",0,1,306,10,"0,405","0,625",,"0,032","1,5447","0,405",,
4iodo-3tetrahydroacridindecoy40,317,"-9,3",0,1,307,10,"0,406","0,625",,"0,032","1,5398","0,406",,
4iodo-4tetrahydroacridindecoy2,318,"-9,3",0,1,308,10,"0,407","0,625",,"0,031","1,5350","0,407",,
Tolserinedecoy41,319,"-9,2",0,1,309,10,"0,408","0,625",,"0,031","1,5301","0,408",,
2iodo-3tetrahydroacridindecoy26,320,"-9,2",0,1,310,10,"0,410","0,625",,"0,031","1,5254","0,410",,
3iodo-2tetrahydroacridindecoy3,321,"-9,2",0,1,311,10,"0,411","0,625",,"0,031","1,5206","0,411",,
3iodo-4tetrahydroacridindecoy44,322,"-9,2",0,1,312,10,"0,412","0,625",,"0,031","1,5159","0,412",,
Bis-tacrinedecoy38,323,"-9,2",0,1,313,10,"0,414","0,625",,"0,031","1,5112","0,414",,
2iodo-4tetrahydroacridindecoy33,324,"-9,2",0,1,314,10,"0,415","0,625",,"0,031","1,5065","0,415",,
2iodo-2tetrahydroacridindecoy5,325,"-9,2",0,1,315,10,"0,416","0,625",,"0,031","1,5019","0,416",,
2iodo-4tetrahydroacridindecoy7,326,"-9,2",0,1,316,10,"0,417","0,625",,"0,031","1,4973","0,417",,
2iodo-4tetrahydroacridindecoy9,327,"-9,2",0,1,317,10,"0,419","0,625",,"0,031","1,4927","0,419",,
3iodo-2tetrahydroacridindecoy34,328,"-9,2",0,1,318,10,"0,420","0,625",,"0,030","1,4882","0,420",,
4iodo-2tetrahydroacridindecoy3,329,"-9,2",0,1,319,10,"0,421","0,625",,"0,030","1,4836","0,421",,
4iodo-3tetrahydroacridindecoy4,330,"-9,2",0,1,320,10,"0,423","0,625",,"0,030","1,4791","0,423",,
4iodo-4tetrahydroacridindecoy11,331,"-9,2",0,1,321,10,"0,424","0,625",,"0,030","1,4747","0,424",,
2iodo-2tetrahydroacridindecoy16,332,"-9,2",0,1,322,10,"0,425","0,625",,"0,030","1,4702","0,425",,
4iodo-3tetrahydroacridindecoy34,333,"-9,2",0,1,323,10,"0,426","0,625",,"0,030","1,4658","0,426",,
4iodo-3tetrahydroacridindecoy48,334,"-9,2",0,1,324,10,"0,428","0,625",,"0,030","1,4614","0,428",,
Heptyl-physostigminedecoy31,335,"-9,2",0,1,325,10,"0,429","0,625",,"0,030","1,4571","0,429",,
Physostigminedecoy1,336,"-9,2",0,1,326,10,"0,430","0,625",,"0,030","1,4527","0,430",,
3iodo-2tetrahydroacridindecoy14,337,"-9,2",0,1,327,10,"0,431","0,625",,"0,030","1,4484","0,431",,
4iodo-2tetrahydroacridindecoy36,338,"-9,2",0,1,328,10,"0,433","0,625",,"0,030","1,4441","0,433",,
Bis-tacrinedecoy11,339,"-9,2",0,1,329,10,"0,434","0,625",,"0,029","1,4399","0,434",,
Galantaminedecoy18,340,"-9,2",0,1,330,10,"0,435","0,625",,"0,029","1,4356","0,435",,
3iodo-2tetrahydroacridindecoy41,341,"-9,1",0,1,331,10,"0,437","0,625",,"0,029","1,4314","0,437",,
3iodo-2tetrahydroacridindecoy42,342,"-9,1",0,1,332,10,"0,438","0,625",,"0,029","1,4272","0,438",,
Donepezildecoy18,343,"-9,1",0,1,333,10,"0,439","0,625",,"0,029","1,4231","0,439",,
Donepezildecoy41,344,"-9,1",0,1,334,10,"0,440","0,625",,"0,029","1,4189","0,440",,
Tolserinedecoy2,345,"-9,1",0,1,335,11,"0,442","0,688",,"0,032","1,5563","0,442",,
Tolserinedecoy42,346,"-9,1",0,1,336,11,"0,443","0,688",,"0,032","1,5518","0,443",,
4iodo-3tetrahydroacridindecoy1,347,"-9,1",0,1,337,11,"0,444","0,688",,"0,032","1,5473","0,444",,
4iodo-4tetrahydroacridindecoy24,348,"-9,1",0,1,338,11,"0,446","0,688",,"0,032","1,5429","0,446",,
Donepezildecoy30,349,"-9,1",0,1,339,11,"0,447","0,688",,"0,032","1,5385","0,447",,
Heptyl-physostigminedecoy43,350,"-9,1",0,1,340,11,"0,448","0,688",,"0,031","1,5341","0,448",,
Tolserinedecoy45,351,"-9,1",0,1,341,11,"0,449","0,688",,"0,031","1,5297","0,449",,
2iodo-4tetrahydroacridindecoy34,352,"-9,1",0,1,342,11,"0,451","0,688",,"0,031","1,5254","0,451",,
2iodo-4tetrahydroacridindecoy35,353,"-9,1",0,1,343,11,"0,452","0,688",,"0,031","1,5210","0,452",,
Heptyl-physostigminedecoy4,354,"-9,1",0,1,344,11,"0,453","0,688",,"0,031","1,5167","0,453",,
Physostigminedecoy34,355,"-9,1",0,1,345,11,"0,455","0,688",,"0,031","1,5125","0,455",,
2iodo-2tetrahydroacridindecoy29,356,"-9,1",0,1,346,12,"0,456","0,750",,"0,034","1,6453","0,456",,
4iodo-4tetrahydroacridindecoy1,357,"-9,1",0,1,347,12,"0,457","0,750",,"0,034","1,6407","0,457",,
Heptyl-physostigminedecoy38,358,"-9,1",0,1,348,12,"0,458","0,750",,"0,034","1,6361","0,458",,
Physostigminedecoy24,359,"-9,1",0,1,349,12,"0,460","0,750",,"0,033","1,6316","0,460",,
2iodo-2tetrahydroacridindecoy23,360,"-9,1",0,1,350,12,"0,461","0,750",,"0,033","1,6270","0,461",,
2iodo-4tetrahydroacridindecoy42,361,"-9,1",0,1,351,12,"0,462","0,750",,"0,033","1,6225","0,462",,
Tolserine,362,"-9,1",1,0,345,12,"0,464","0,750",,"0,033","1,6181","0,464",,
Galantamine,363,"-9,1",1,0,334,11,"0,465","0,688",,"0,030","1,4791","0,465",,
2iodo-2tetrahydroacridindecoy40,364,"-9,0",0,1,352,12,"0,466","0,750",,"0,033","1,6092","0,466",,
2iodo-3tetrahydroacridindecoy1,365,"-9,0",0,1,353,12,"0,467","0,750",,"0,033","1,6048","0,467",,
2iodo-3tetrahydroacridindecoy18,366,"-9,0",0,1,354,12,"0,469","0,750",,"0,033","1,6004","0,469",,
4iodo-4tetrahydroacridindecoy41,367,"-9,0",0,1,355,12,"0,470","0,750",,"0,033","1,5960","0,470",,
Donepezildecoy44,368,"-9,0",0,1,356,12,"0,471","0,750",,"0,033","1,5917","0,471",,
2iodo-2tetrahydroacridindecoy35,369,"-9,0",0,1,357,12,"0,472","0,750",,"0,033","1,5874","0,472",,
4iodo-2tetrahydroacridindecoy30,370,"-9,0",0,1,358,12,"0,474","0,750",,"0,032","1,5831","0,474",,
4iodo-4tetrahydroacridindecoy42,371,"-9,0",0,1,359,12,"0,475","0,750",,"0,032","1,5788","0,475",,
Donepezildecoy32,372,"-9,0",0,1,360,12,"0,476","0,750",,"0,032","1,5746","0,476",,
Heptyl-physostigminedecoy29,373,"-9,0",0,1,361,12,"0,478","0,750",,"0,032","1,5703","0,478",,
3iodo-4tetrahydroacridindecoy17,374,"-9,0",0,1,362,12,"0,479","0,750",,"0,032","1,5661","0,479",,
4iodo-2tetrahydroacridindecoy16,375,"-9,0",0,1,363,12,"0,480","0,750",,"0,032","1,5620","0,480",,
2iodo-2tetrahydroacridindecoy17,376,"-9,0",0,1,364,12,"0,481","0,750",,"0,032","1,5578","0,481",,
3iodo-2tetrahydroacridindecoy7,377,"-9,0",0,1,365,12,"0,483","0,750",,"0,032","1,5537","0,483",,
4iodo-3tetrahydroacridindecoy38,378,"-9,0",0,1,366,12,"0,484","0,750",,"0,032","1,5496","0,484",,
Bis-tacrinedecoy36,379,"-9,0",0,1,367,12,"0,485","0,750",,"0,032","1,5455","0,485",,
2iodo-4tetrahydroacridindecoy2,380,"-9,0",0,1,368,12,"0,487","0,750",,"0,032","1,5414","0,487",,
2iodo-3tetrahydroacridindecoy10,381,"-9,0",0,1,369,12,"0,488","0,750",,"0,031","1,5374","0,488",,
2iodo-3tetrahydroacridindecoy31,382,"-9,0",0,1,370,12,"0,489","0,750",,"0,031","1,5333","0,489",,
2iodo-4tetrahydroacridindecoy48,383,"-9,0",0,1,371,12,"0,490","0,750",,"0,031","1,5293","0,490",,
4iodo-3tetrahydroacridindecoy7,384,"-9,0",0,1,372,12,"0,492","0,750",,"0,031","1,5254","0,492",,
Bis-tacrinedecoy13,385,"-9,0",0,1,373,12,"0,493","0,750",,"0,031","1,5214","0,493",,
Bis-tacrinedecoy22,386,"-9,0",0,1,374,12,"0,494","0,750",,"0,031","1,5175","0,494",,
Donepezildecoy46,387,"-9,0",0,1,375,12,"0,496","0,750",,"0,031","1,5135","0,496",,
2iodo-2tetrahydroacridindecoy18,388,"-8,9",0,1,376,12,"0,497","0,750",,"0,031","1,5096","0,497",,
2iodo-4tetrahydroacridindecoy4,389,"-8,9",0,1,377,12,"0,498","0,750",,"0,031","1,5058","0,498",,
3iodo-2tetrahydroacridindecoy11,390,"-8,9",0,1,378,12,"0,499","0,750",,"0,031","1,5019","0,499",,
Donepezildecoy24,391,"-8,9",0,1,379,12,"0,501","0,750",,"0,031","1,4980","0,501",,
Heptyl-physostigminedecoy49,392,"-8,9",0,1,380,12,"0,502","0,750",,"0,031","1,4942","0,502",,
Physostigminedecoy19,393,"-8,9",0,1,381,12,"0,503","0,750",,"0,031","1,4904","0,503",,
4iodo-3tetrahydroacridindecoy44,394,"-8,9",0,1,382,12,"0,504","0,750",,"0,030","1,4866","0,504",,
3iodo-2tetrahydroacridindecoy32,395,"-8,9",0,1,383,12,"0,506","0,750",,"0,030","1,4829","0,506",,
3iodo-4tetrahydroacridindecoy5,396,"-8,9",0,1,384,12,"0,507","0,750",,"0,030","1,4791","0,507",,
Tolserinedecoy4,397,"-8,9",0,1,385,13,"0,508","0,813",,"0,033","1,5984","0,508",,
Bis-tacrinedecoy24,398,"-8,9",0,1,386,13,"0,510","0,813",,"0,033","1,5943","0,510",,
Donepezildecoy2,399,"-8,9",0,1,387,13,"0,511","0,813",,"0,033","1,5903","0,511",,
Donepezildecoy34,400,"-8,9",0,1,388,13,"0,512","0,813",,"0,033","1,5864","0,512",,
Physostigminedecoy22,401,"-8,9",0,1,389,13,"0,513","0,813",,"0,032","1,5824","0,513",,
Tacrinedecoy3,402,"-8,9",0,1,390,13,"0,515","0,813",,"0,032","1,5785","0,515",,
4iodo-2tetrahydroacridindecoy14,403,"-8,9",0,1,391,13,"0,516","0,813",,"0,032","1,5746","0,516",,
2iodo-2tetrahydroacridindecoy15,404,"-8,9",0,1,392,13,"0,517","0,813",,"0,032","1,5707","0,517",,
2iodo-3tetrahydroacridindecoy13,405,"-8,9",0,1,393,13,"0,519","0,813",,"0,032","1,5668","0,519",,
2iodo-3tetrahydroacridindecoy33,406,"-8,9",0,1,394,13,"0,520","0,813",,"0,032","1,5629","0,520",,
4iodo-2tetrahydroacridindecoy7,407,"-8,9",0,1,395,13,"0,521","0,813",,"0,032","1,5591","0,521",,
Heptyl-physostigmine,408,"-8,9",1,0,384,13,"0,522","0,813",,"0,032","1,5553","0,522",,
4iodo-3tetrahydroacridindecoy2,409,"-8,8",0,1,396,13,"0,524","0,813",,"0,032","1,5515","0,524",,
2iodo-3tetrahydroacridindecoy15,410,"-8,8",0,1,397,13,"0,525","0,813",,"0,032","1,5477","0,525",,
2iodo-4tetrahydroacridindecoy5,411,"-8,8",0,1,398,13,"0,526","0,813",,"0,032","1,5439","0,526",,
3iodo-2tetrahydroacridindecoy15,412,"-8,8",0,1,399,13,"0,528","0,813",,"0,032","1,5402","0,528",,
4iodo-3tetrahydroacridindecoy31,413,"-8,8",0,1,400,13,"0,529","0,813",,"0,031","1,5364","0,529",,
Bis-tacrinedecoy23,414,"-8,8",0,1,401,13,"0,530","0,813",,"0,031","1,5327","0,530",,
Donepezildecoy12,415,"-8,8",0,1,402,13,"0,531","0,813",,"0,031","1,5290","0,531",,
Donepezildecoy45,416,"-8,8",0,1,403,13,"0,533","0,813",,"0,031","1,5254","0,533",,
4iodo-4tetrahydroacridindecoy29,417,"-8,8",0,1,404,13,"0,534","0,813",,"0,031","1,5217","0,534",,
Donepezildecoy8,418,"-8,8",0,1,405,13,"0,535","0,813",,"0,031","1,5181","0,535",,
Tolserinedecoy29,419,"-8,8",0,1,406,13,"0,536","0,813",,"0,031","1,5144","0,536",,
4iodo-3tetrahydroacridindecoy25,420,"-8,8",0,1,407,13,"0,538","0,813",,"0,031","1,5108","0,538",,
Bis-tacrinedecoy42,421,"-8,8",0,1,408,13,"0,539","0,813",,"0,031","1,5072","0,539",,
3iodo-4tetrahydroacridindecoy47,422,"-8,8",0,1,409,13,"0,540","0,813",,"0,031","1,5037","0,540",,
Physostigminedecoy50,423,"-8,8",0,1,410,13,"0,542","0,813",,"0,031","1,5001","0,542",,
4iodo-2tetrahydroacridindecoy11,424,"-8,8",0,1,411,13,"0,543","0,813",,"0,031","1,4966","0,543",,
4iodo-4tetrahydroacridindecoy12,425,"-8,8",0,1,412,13,"0,544","0,813",,"0,031","1,4931","0,544",,
Donepezildecoy9,426,"-8,8",0,1,413,13,"0,545","0,813",,"0,031","1,4896","0,545",,
Heptyl-physostigminedecoy39,427,"-8,8",0,1,414,13,"0,547","0,813",,"0,030","1,4861","0,547",,
Tolserinedecoy37,428,"-8,8",0,1,415,13,"0,548","0,813",,"0,030","1,4826","0,548",,
4iodo-3tetrahydroacridindecoy5,429,"-8,7",0,1,416,13,"0,549","0,813",,"0,030","1,4791","0,549",,
4iodo-3tetrahydroacridindecoy8,430,"-8,7",0,1,417,13,"0,551","0,813",,"0,030","1,4757","0,551",,
Donepezildecoy37,431,"-8,7",0,1,418,13,"0,552","0,813",,"0,030","1,4723","0,552",,
Physostigminedecoy10,432,"-8,7",0,1,419,13,"0,553","0,813",,"0,030","1,4689","0,553",,
4iodo-2tetrahydroacridindecoy26,433,"-8,7",0,1,420,13,"0,554","0,813",,"0,030","1,4655","0,554",,
Donepezildecoy26,434,"-8,7",0,1,421,13,"0,556","0,813",,"0,030","1,4621","0,556",,
Tolserinedecoy3,435,"-8,7",0,1,422,13,"0,557","0,813",,"0,030","1,4587","0,557",,
2iodo-2tetrahydroacridindecoy7,436,"-8,7",0,1,423,13,"0,558","0,813",,"0,030","1,4554","0,558",,
2iodo-3tetrahydroacridindecoy36,437,"-8,7",0,1,424,13,"0,560","0,813",,"0,030","1,4521","0,560",,
2iodo-4tetrahydroacridindecoy27,438,"-8,7",0,1,425,13,"0,561","0,813",,"0,030","1,4487","0,561",,
3iodo-4tetrahydroacridindecoy3,439,"-8,7",0,1,426,13,"0,562","0,813",,"0,030","1,4454","0,562",,
4iodo-3tetrahydroacridindecoy24,440,"-8,7",0,1,427,13,"0,563","0,813",,"0,030","1,4422","0,563",,
Donepezildecoy22,441,"-8,7",0,1,428,13,"0,565","0,813",,"0,029","1,4389","0,565",,
Physostigminedecoy49,442,"-8,7",0,1,429,14,"0,566","0,875",,"0,032","1,5461","0,566",,
2iodo-4tetrahydroacridindecoy8,443,"-8,7",0,1,430,14,"0,567","0,875",,"0,032","1,5426","0,567",,
3iodo-4tetrahydroacridindecoy11,444,"-8,7",0,1,431,14,"0,569","0,875",,"0,032","1,5391","0,569",,
4iodo-4tetrahydroacridindecoy34,445,"-8,7",0,1,432,14,"0,570","0,875",,"0,031","1,5356","0,570",,
Donepezildecoy39,446,"-8,7",0,1,433,14,"0,571","0,875",,"0,031","1,5322","0,571",,
Physostigminedecoy4,447,"-8,7",0,1,434,14,"0,572","0,875",,"0,031","1,5288","0,572",,
Galantaminedecoy50,448,"-8,7",0,1,435,14,"0,574","0,875",,"0,031","1,5254","0,574",,
3iodo-2tetrahydroacridindecoy5,449,"-8,7",0,1,436,14,"0,575","0,875",,"0,031","1,5220","0,575",,
3iodo-4tetrahydroacridindecoy37,450,"-8,7",0,1,437,14,"0,576","0,875",,"0,031","1,5186","0,576",,
Bis-tacrinedecoy5,451,"-8,7",0,1,438,14,"0,577","0,875",,"0,031","1,5152","0,577",,
Tacrinedecoy43,452,"-8,7",0,1,439,14,"0,579","0,875",,"0,031","1,5119","0,579",,
Tolserinedecoy28,453,"-8,7",0,1,440,14,"0,580","0,875",,"0,031","1,5085","0,580",,
3iodo-2tetrahydroacridindecoy27,454,"-8,7",0,1,441,14,"0,581","0,875",,"0,031","1,5052","0,581",,
Physostigmine,455,"-8,7",1,0,428,14,"0,583","0,875",,"0,031","1,5019","0,583",,
2iodo-4tetrahydroacridindecoy10,456,"-8,6",0,1,442,14,"0,584","0,875",,"0,031","1,4986","0,584",,
3iodo-4tetrahydroacridindecoy39,457,"-8,6",0,1,443,14,"0,585","0,875",,"0,031","1,4953","0,585",,
Bis-tacrinedecoy26,458,"-8,6",0,1,444,14,"0,586","0,875",,"0,031","1,4921","0,586",,
Donepezildecoy15,459,"-8,6",0,1,445,14,"0,588","0,875",,"0,031","1,4888","0,588",,
Donepezildecoy33,460,"-8,6",0,1,446,14,"0,589","0,875",,"0,030","1,4856","0,589",,
Galantaminedecoy23,461,"-8,6",0,1,447,14,"0,590","0,875",,"0,030","1,4823","0,590",,
2iodo-2tetrahydroacridindecoy45,462,"-8,6",0,1,448,14,"0,592","0,875",,"0,030","1,4791","0,592",,
3iodo-2tetrahydroacridindecoy33,463,"-8,6",0,1,449,14,"0,593","0,875",,"0,030","1,4759","0,593",,
4iodo-3tetrahydroacridindecoy3,464,"-8,6",0,1,450,14,"0,594","0,875",,"0,030","1,4728","0,594",,
Bis-tacrinedecoy4,465,"-8,6",0,1,451,14,"0,595","0,875",,"0,030","1,4696","0,595",,
Donepezildecoy20,466,"-8,6",0,1,452,14,"0,597","0,875",,"0,030","1,4664","0,597",,
Heptyl-physostigminedecoy21,467,"-8,6",0,1,453,14,"0,598","0,875",,"0,030","1,4633","0,598",,
Tacrine,468,"-8,6",1,0,453,15,"0,599","0,938",,"0,032","1,5645","0,599",,
