Ligand,Ordem,Affinity,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
3iodo-4tetrahydroacridindecoy48,219,"-9,9",0,1,215,4,"0,2804","0,2500",,"0,018","0,8915","0,280",,
2iodo-4tetrahydroacridindecoy30,220,"-9,9",0,1,216,4,"0,2817","0,2500",,"0,018","0,8875","0,282",,
3iodo-2tetrahydroacridindecoy38,221,"-9,9",0,1,217,4,"0,2830","0,2500",,"0,018","0,8835","0,283",,
2iodo-4tetrahydroacridindecoy46,222,"-9,9",0,1,218,4,"0,2843","0,2500",,"0,018","0,8795","0,284",,
Bis-tacrinedecoy44,223,"-9,9",0,1,219,4,"0,2855","0,2500",,"0,018","0,8755","0,286",,
4iodo-3tetrahydroacridindecoy43,224,"-9,9",0,1,220,4,"0,2868","0,2500",,"0,018","0,8716","0,287",,
Bis-tacrinedecoy10,225,"-9,9",0,1,221,4,"0,2881","0,2500",,"0,018","0,8678","0,288",,
3iodo-4tetrahydroacridin,226,"-9,9",1,0,221,5,"0,2894","0,3125",,"0,022","1,0799","0,289",,
2iodo-3tetrahydroacridindecoy13,227,"-9,9",0,1,222,5,"0,2907","0,3125",,"0,022","1,0751","0,291",,
Tolserinedecoy49,228,"-9,9",0,1,223,5,"0,2919","0,3125",,"0,022","1,0704","0,292",,
4iodo-2tetrahydroacridindecoy48,229,"-9,9",0,1,224,5,"0,2932","0,3125",,"0,022","1,0658","0,293",,
Heptyl-physostigminedecoy15,230,"-9,8",0,1,225,5,"0,2945","0,3125",,"0,022","1,0611","0,294",,
4iodo-2tetrahydroacridindecoy11,231,"-9,8",0,1,226,5,"0,2958","0,3125",,"0,022","1,0565","0,296",,
4iodo-2tetrahydroacridindecoy12,232,"-9,8",0,1,227,5,"0,2971","0,3125",,"0,022","1,0520","0,297",,
4iodo-3tetrahydroacridindecoy20,233,"-9,8",0,1,228,5,"0,2983","0,3125",,"0,021","1,0475","0,298",,
Heptyl-physostigminedecoy16,234,"-9,8",0,1,229,5,"0,2996","0,3125",,"0,021","1,0430","0,300",,
2iodo-2tetrahydroacridindecoy10,235,"-9,8",0,1,230,5,"0,3009","0,3125",,"0,021","1,0385","0,301",,
2iodo-2tetrahydroacridindecoy30,236,"-9,8",0,1,231,5,"0,3022","0,3125",,"0,021","1,0341","0,302",,
Heptyl-physostigminedecoy10,237,"-9,8",0,1,232,5,"0,3035","0,3125",,"0,021","1,0298","0,303",,
Heptyl-physostigminedecoy17,238,"-9,8",0,1,233,5,"0,3047","0,3125",,"0,021","1,0255","0,305",,
4iodo-3tetrahydroacridindecoy8,239,"-9,8",0,1,234,5,"0,3060","0,3125",,"0,021","1,0212","0,306",,
3iodo-4tetrahydroacridindecoy9,240,"-9,8",0,1,235,5,"0,3073","0,3125",,"0,021","1,0169","0,307",,
4iodo-3tetrahydroacridindecoy21,241,"-9,8",0,1,236,5,"0,3086","0,3125",,"0,021","1,0127","0,309",,
2iodo-2tetrahydroacridindecoy9,242,"-9,8",0,1,237,5,"0,3099","0,3125",,"0,021","1,0085","0,310",,
2iodo-3tetrahydroacridindecoy26,243,"-9,8",0,1,238,5,"0,3111","0,3125",,"0,021","1,0044","0,311",,
4iodo-2tetrahydroacridindecoy25,244,"-9,8",0,1,239,5,"0,3124","0,3125",,"0,020","1,0002","0,312",,
2iodo-3tetrahydroacridindecoy25,245,"-9,8",0,1,240,5,"0,3137","0,3125",,"0,020","0,9962","0,314",,
4iodo-2tetrahydroacridindecoy7,246,"-9,8",0,1,241,5,"0,3150","0,3125",,"0,020","0,9921","0,315",,
3iodo-4tetrahydroacridindecoy42,247,"-9,8",0,1,242,5,"0,3163","0,3125",,"0,020","0,9881","0,316",,
Bis-tacrinedecoy25,248,"-9,8",0,1,243,5,"0,3175","0,3125",,"0,020","0,9841","0,318",,
2iodo-4tetrahydroacridindecoy14,249,"-9,8",0,1,244,5,"0,3188","0,3125",,"0,020","0,9801","0,319",,
2iodo-4tetrahydroacridindecoy31,250,"-9,8",0,1,245,5,"0,3201","0,3125",,"0,020","0,9762","0,320",,
2iodo-3tetrahydroacridindecoy7,251,"-9,8",0,1,246,5,"0,3214","0,3125",,"0,020","0,9723","0,321",,
4iodo-2tetrahydroacridindecoy46,252,"-9,8",0,1,247,5,"0,3227","0,3125",,"0,020","0,9685","0,323",,
4iodo-2tetrahydroacridindecoy20,253,"-9,8",0,1,248,5,"0,3239","0,3125",,"0,020","0,9647","0,324",,
Bis-tacrinedecoy6,254,"-9,8",0,1,249,5,"0,3252","0,3125",,"0,020","0,9609","0,325",,
4iodo-2tetrahydroacridindecoy32,255,"-9,8",0,1,250,5,"0,3265","0,3125",,"0,020","0,9571","0,327",,
Donepezildecoy10,256,"-9,8",0,1,251,5,"0,3278","0,3125",,"0,020","0,9533","0,328",,
2iodo-2tetrahydroacridindecoy25,257,"-9,8",0,1,252,5,"0,3291","0,3125",,"0,019","0,9496","0,329",,
4iodo-2tetrahydroacridindecoy22,258,"-9,7",0,1,253,5,"0,3303","0,3125",,"0,019","0,9460","0,330",,
4iodo-3tetrahydroacridindecoy9,259,"-9,7",0,1,254,5,"0,3316","0,3125",,"0,019","0,9423","0,332",,
4iodo-3tetrahydroacridindecoy39,260,"-9,7",0,1,255,5,"0,3329","0,3125",,"0,019","0,9387","0,333",,
3iodo-4tetrahydroacridindecoy2,261,"-9,7",0,1,256,5,"0,3342","0,3125",,"0,019","0,9351","0,334",,
4iodo-2tetrahydroacridindecoy23,262,"-9,7",0,1,257,5,"0,3355","0,3125",,"0,019","0,9315","0,335",,
2iodo-4tetrahydroacridindecoy12,263,"-9,7",0,1,258,5,"0,3367","0,3125",,"0,019","0,9280","0,337",,
3iodo-2tetrahydroacridindecoy6,264,"-9,7",0,1,259,5,"0,3380","0,3125",,"0,019","0,9245","0,338",,
4iodo-2tetrahydroacridindecoy8,265,"-9,7",0,1,260,5,"0,3393","0,3125",,"0,019","0,9210","0,339",,
4iodo-3tetrahydroacridindecoy11,266,"-9,7",0,1,261,5,"0,3406","0,3125",,"0,019","0,9175","0,341",,
4iodo-2tetrahydroacridindecoy5,267,"-9,7",0,1,262,5,"0,3419","0,3125",,"0,019","0,9141","0,342",,
4iodo-2tetrahydroacridindecoy1,268,"-9,7",0,1,263,5,"0,3431","0,3125",,"0,019","0,9107","0,343",,
3iodo-2tetrahydroacridindecoy14,269,"-9,7",0,1,264,5,"0,3444","0,3125",,"0,019","0,9073","0,344",,
3iodo-4tetrahydroacridindecoy15,270,"-9,7",0,1,265,5,"0,3457","0,3125",,"0,019","0,9039","0,346",,
2iodo-2tetrahydroacridin,281,"-9,7",1,0,265,6,"0,3598","0,3750",,"0,021","1,0422","0,360",,
4iodo-2tetrahydroacridindecoy10,271,"-9,7",0,1,266,6,"0,3470","0,3750",,"0,022","1,0807","0,347",,
2iodo-2tetrahydroacridindecoy17,272,"-9,7",0,1,267,6,"0,3483","0,3750",,"0,022","1,0767","0,348",,
2iodo-3tetrahydroacridindecoy24,273,"-9,7",0,1,268,6,"0,3496","0,3750",,"0,022","1,0728","0,350",,
3iodo-2tetrahydroacridindecoy49,274,"-9,7",0,1,269,6,"0,3508","0,3750",,"0,022","1,0689","0,351",,
2iodo-3tetrahydroacridindecoy11,275,"-9,7",0,1,270,6,"0,3521","0,3750",,"0,022","1,0650","0,352",,
Donepezildecoy14,276,"-9,7",0,1,271,6,"0,3534","0,3750",,"0,022","1,0611","0,353",,
4iodo-3tetrahydroacridin,277,"-9,7",1,0,271,7,"0,3547","0,4375",,"0,025","1,2335","0,355",,
Heptyl-physostigminedecoy33,278,"-9,7",0,1,272,7,"0,3560","0,4375",,"0,025","1,2291","0,356",,
4iodo-2tetrahydroacridindecoy29,279,"-9,7",0,1,273,7,"0,3572","0,4375",,"0,025","1,2247","0,357",,
2iodo-3tetrahydroacridindecoy46,280,"-9,7",0,1,274,7,"0,3585","0,4375",,"0,025","1,2203","0,359",,
4iodo-3tetrahydroacridindecoy48,282,"-9,6",0,1,275,7,"0,3611","0,4375",,"0,025","1,2116","0,361",,
3iodo-2tetrahydroacridin,294,"-9,6",1,0,275,8,"0,3764","0,5000",,"0,027","1,3282","0,376",,
3iodo-2tetrahydroacridindecoy43,283,"-9,6",0,1,276,8,"0,3624","0,5000",,"0,028","1,3798","0,362",,
3iodo-2tetrahydroacridindecoy28,284,"-9,6",0,1,277,8,"0,3636","0,5000",,"0,028","1,3750","0,364",,
2iodo-4tetrahydroacridindecoy34,285,"-9,6",0,1,278,8,"0,3649","0,5000",,"0,028","1,3701","0,365",,
4iodo-2tetrahydroacridindecoy4,286,"-9,6",0,1,279,8,"0,3662","0,5000",,"0,028","1,3654","0,366",,
4iodo-3tetrahydroacridindecoy47,287,"-9,6",0,1,280,8,"0,3675","0,5000",,"0,028","1,3606","0,367",,
Heptyl-physostigminedecoy31,288,"-9,6",0,1,281,8,"0,3688","0,5000",,"0,028","1,3559","0,369",,
3iodo-2tetrahydroacridindecoy27,289,"-9,6",0,1,282,8,"0,3700","0,5000",,"0,028","1,3512","0,370",,
4iodo-2tetrahydroacridindecoy36,290,"-9,6",0,1,283,8,"0,3713","0,5000",,"0,028","1,3465","0,371",,
4iodo-2tetrahydroacridindecoy45,291,"-9,6",0,1,284,8,"0,3726","0,5000",,"0,027","1,3419","0,373",,
3iodo-2tetrahydroacridindecoy34,292,"-9,6",0,1,285,8,"0,3739","0,5000",,"0,027","1,3373","0,374",,
Tolserinedecoy33,293,"-9,6",0,1,286,8,"0,3752","0,5000",,"0,027","1,3327","0,375",,
4iodo-2tetrahydroacridin,318,"-9,5",1,0,286,9,"0,4072","0,5625",,"0,028","1,3815","0,407",,
2iodo-4tetrahydroacridindecoy19,295,"-9,5",0,1,287,9,"0,3777","0,5625",,"0,031","1,4892","0,378",,
Heptyl-physostigminedecoy2,296,"-9,5",0,1,288,9,"0,3790","0,5625",,"0,030","1,4841","0,379",,
4iodo-4tetrahydroacridindecoy29,297,"-9,5",0,1,289,9,"0,3803","0,5625",,"0,030","1,4791","0,380",,
Donepezildecoy4,298,"-9,5",0,1,290,9,"0,3816","0,5625",,"0,030","1,4742","0,382",,
3iodo-2tetrahydroacridindecoy4,299,"-9,5",0,1,291,9,"0,3828","0,5625",,"0,030","1,4692","0,383",,
3iodo-4tetrahydroacridindecoy10,300,"-9,5",0,1,292,9,"0,3841","0,5625",,"0,030","1,4643","0,384",,
4iodo-4tetrahydroacridindecoy3,301,"-9,5",0,1,293,9,"0,3854","0,5625",,"0,030","1,4595","0,385",,
3iodo-2tetrahydroacridindecoy17,302,"-9,5",0,1,294,9,"0,3867","0,5625",,"0,030","1,4546","0,387",,
Donepezildecoy35,303,"-9,5",0,1,295,9,"0,3880","0,5625",,"0,030","1,4498","0,388",,
Tolserinedecoy50,304,"-9,5",0,1,296,9,"0,3892","0,5625",,"0,030","1,4451","0,389",,
2iodo-2tetrahydroacridindecoy26,305,"-9,5",0,1,297,9,"0,3905","0,5625",,"0,030","1,4403","0,391",,
3iodo-2tetrahydroacridindecoy30,306,"-9,5",0,1,298,9,"0,3918","0,5625",,"0,029","1,4356","0,392",,
2iodo-4tetrahydroacridindecoy45,307,"-9,5",0,1,299,9,"0,3931","0,5625",,"0,029","1,4310","0,393",,
Donepezil,319,"-9,5",1,0,299,10,"0,4085","0,6250",,"0,031","1,5301","0,408",,
4iodo-4tetrahydroacridindecoy32,308,"-9,5",0,1,300,10,"0,3944","0,6250",,"0,032","1,5848","0,394",,
3iodo-2tetrahydroacridindecoy20,309,"-9,5",0,1,301,10,"0,3956","0,6250",,"0,032","1,5797","0,396",,
2iodo-3tetrahydroacridindecoy10,310,"-9,5",0,1,302,10,"0,3969","0,6250",,"0,032","1,5746","0,397",,
4iodo-4tetrahydroacridindecoy34,311,"-9,5",0,1,303,10,"0,3982","0,6250",,"0,032","1,5695","0,398",,
Donepezildecoy7,312,"-9,5",0,1,304,10,"0,3995","0,6250",,"0,032","1,5645","0,399",,
3iodo-4tetrahydroacridindecoy7,313,"-9,5",0,1,305,10,"0,4008","0,6250",,"0,032","1,5595","0,401",,
2iodo-2tetrahydroacridindecoy31,314,"-9,5",0,1,306,10,"0,4020","0,6250",,"0,032","1,5545","0,402",,
2iodo-2tetrahydroacridindecoy40,315,"-9,5",0,1,307,10,"0,4033","0,6250",,"0,032","1,5496","0,403",,
Donepezildecoy39,316,"-9,5",0,1,308,10,"0,4046","0,6250",,"0,032","1,5447","0,405",,
3iodo-2tetrahydroacridindecoy23,317,"-9,5",0,1,309,10,"0,4059","0,6250",,"0,032","1,5398","0,406",,
Donepezildecoy41,320,"-9,4",0,1,310,10,"0,4097","0,6250",,"0,031","1,5254","0,410",,
Heptyl-physostigminedecoy35,321,"-9,4",0,1,311,10,"0,4110","0,6250",,"0,031","1,5206","0,411",,
3iodo-2tetrahydroacridindecoy5,322,"-9,4",0,1,312,10,"0,4123","0,6250",,"0,031","1,5159","0,412",,
3iodo-2tetrahydroacridindecoy9,323,"-9,4",0,1,313,10,"0,4136","0,6250",,"0,031","1,5112","0,414",,
3iodo-2tetrahydroacridindecoy37,324,"-9,4",0,1,314,10,"0,4149","0,6250",,"0,031","1,5065","0,415",,
Heptyl-physostigminedecoy4,325,"-9,4",0,1,315,10,"0,4161","0,6250",,"0,031","1,5019","0,416",,
3iodo-2tetrahydroacridindecoy12,326,"-9,4",0,1,316,10,"0,4174","0,6250",,"0,031","1,4973","0,417",,
Bis-tacrinedecoy22,327,"-9,4",0,1,317,10,"0,4187","0,6250",,"0,031","1,4927","0,419",,
2iodo-3tetrahydroacridindecoy43,328,"-9,4",0,1,318,10,"0,4200","0,6250",,"0,030","1,4882","0,420",,
Tolserinedecoy24,329,"-9,4",0,1,319,10,"0,4213","0,6250",,"0,030","1,4836","0,421",,
4iodo-4tetrahydroacridindecoy38,330,"-9,4",0,1,320,10,"0,4225","0,6250",,"0,030","1,4791","0,423",,
Tolserinedecoy32,331,"-9,4",0,1,321,10,"0,4238","0,6250",,"0,030","1,4747","0,424",,
2iodo-4tetrahydroacridindecoy16,332,"-9,4",0,1,322,10,"0,4251","0,6250",,"0,030","1,4702","0,425",,
2iodo-3tetrahydroacridindecoy1,333,"-9,4",0,1,323,10,"0,4264","0,6250",,"0,030","1,4658","0,426",,
4iodo-4tetrahydroacridindecoy39,334,"-9,4",0,1,324,10,"0,4277","0,6250",,"0,030","1,4614","0,428",,
Donepezildecoy18,335,"-9,4",0,1,325,10,"0,4289","0,6250",,"0,030","1,4571","0,429",,
3iodo-2tetrahydroacridindecoy18,336,"-9,4",0,1,326,10,"0,4302","0,6250",,"0,030","1,4527","0,430",,
4iodo-3tetrahydroacridindecoy45,337,"-9,4",0,1,327,10,"0,4315","0,6250",,"0,030","1,4484","0,431",,
Tolserinedecoy5,338,"-9,4",0,1,328,10,"0,4328","0,6250",,"0,030","1,4441","0,433",,
2iodo-2tetrahydroacridindecoy15,339,"-9,4",0,1,329,10,"0,4341","0,6250",,"0,029","1,4399","0,434",,
4iodo-3tetrahydroacridindecoy44,340,"-9,4",0,1,330,10,"0,4353","0,6250",,"0,029","1,4356","0,435",,
Bis-tacrinedecoy43,341,"-9,4",0,1,331,10,"0,4366","0,6250",,"0,029","1,4314","0,437",,
2iodo-2tetrahydroacridindecoy46,342,"-9,4",0,1,332,10,"0,4379","0,6250",,"0,029","1,4272","0,438",,
2iodo-2tetrahydroacridindecoy3,343,"-9,4",0,1,333,10,"0,4392","0,6250",,"0,029","1,4231","0,439",,
2iodo-3tetrahydroacridindecoy18,344,"-9,4",0,1,334,10,"0,4405","0,6250",,"0,029","1,4189","0,440",,
2iodo-3tetrahydroacridindecoy14,345,"-9,4",0,1,335,10,"0,4417","0,6250",,"0,029","1,4148","0,442",,
Donepezildecoy6,346,"-9,4",0,1,336,10,"0,4430","0,6250",,"0,029","1,4107","0,443",,
Tolserinedecoy34,347,"-9,4",0,1,337,10,"0,4443","0,6250",,"0,029","1,4067","0,444",,
2iodo-4tetrahydroacridindecoy15,348,"-9,4",0,1,338,10,"0,4456","0,6250",,"0,029","1,4026","0,446",,
Heptyl-physostigminedecoy32,349,"-9,4",0,1,339,10,"0,4469","0,6250",,"0,029","1,3986","0,447",,
4iodo-3tetrahydroacridindecoy40,350,"-9,4",0,1,340,10,"0,4481","0,6250",,"0,029","1,3946","0,448",,
4iodo-2tetrahydroacridindecoy34,351,"-9,4",0,1,341,10,"0,4494","0,6250",,"0,028","1,3906","0,449",,
3iodo-2tetrahydroacridindecoy29,352,"-9,4",0,1,342,10,"0,4507","0,6250",,"0,028","1,3867","0,451",,
2iodo-2tetrahydroacridindecoy41,353,"-9,4",0,1,343,10,"0,4520","0,6250",,"0,028","1,3828","0,452",,
2iodo-3tetrahydroacridindecoy37,354,"-9,3",0,1,344,10,"0,4533","0,6250",,"0,028","1,3789","0,453",,
2iodo-2tetrahydroacridindecoy47,355,"-9,3",0,1,345,10,"0,4545","0,6250",,"0,028","1,3750","0,455",,
2iodo-3tetrahydroacridindecoy48,356,"-9,3",0,1,346,10,"0,4558","0,6250",,"0,028","1,3711","0,456",,
Heptyl-physostigminedecoy30,357,"-9,3",0,1,347,10,"0,4571","0,6250",,"0,028","1,3673","0,457",,
Donepezildecoy38,358,"-9,3",0,1,348,10,"0,4584","0,6250",,"0,028","1,3634","0,458",,
2iodo-2tetrahydroacridindecoy45,359,"-9,3",0,1,349,10,"0,4597","0,6250",,"0,028","1,3597","0,460",,
4iodo-3tetrahydroacridindecoy32,360,"-9,3",0,1,350,10,"0,4609","0,6250",,"0,028","1,3559","0,461",,
2iodo-4tetrahydroacridindecoy49,361,"-9,3",0,1,351,10,"0,4622","0,6250",,"0,028","1,3521","0,462",,
Donepezildecoy36,362,"-9,3",0,1,352,10,"0,4635","0,6250",,"0,028","1,3484","0,464",,
Tolserinedecoy23,363,"-9,3",0,1,353,10,"0,4648","0,6250",,"0,028","1,3447","0,465",,
3iodo-4tetrahydroacridindecoy31,364,"-9,3",0,1,354,10,"0,4661","0,6250",,"0,027","1,3410","0,466",,
4iodo-4tetrahydroacridindecoy5,365,"-9,3",0,1,355,10,"0,4673","0,6250",,"0,027","1,3373","0,467",,
2iodo-4tetrahydroacridindecoy40,366,"-9,3",0,1,356,10,"0,4686","0,6250",,"0,027","1,3336","0,469",,
Tolserinedecoy11,367,"-9,3",0,1,357,10,"0,4699","0,6250",,"0,027","1,3300","0,470",,
2iodo-2tetrahydroacridindecoy18,368,"-9,3",0,1,358,10,"0,4712","0,6250",,"0,027","1,3264","0,471",,
Bis-tacrinedecoy23,369,"-9,3",0,1,359,10,"0,4725","0,6250",,"0,027","1,3228","0,472",,
Bis-tacrinedecoy24,370,"-9,3",0,1,360,10,"0,4738","0,6250",,"0,027","1,3192","0,474",,
Donepezildecoy45,371,"-9,3",0,1,361,10,"0,4750","0,6250",,"0,027","1,3157","0,475",,
2iodo-2tetrahydroacridindecoy4,372,"-9,2",0,1,362,10,"0,4763","0,6250",,"0,027","1,3121","0,476",,
3iodo-2tetrahydroacridindecoy40,373,"-9,2",0,1,363,10,"0,4776","0,6250",,"0,027","1,3086","0,478",,
Donepezildecoy44,374,"-9,2",0,1,364,10,"0,4789","0,6250",,"0,027","1,3051","0,479",,
Tolserinedecoy44,375,"-9,2",0,1,365,10,"0,4802","0,6250",,"0,027","1,3016","0,480",,
Heptyl-physostigminedecoy11,376,"-9,2",0,1,366,10,"0,4814","0,6250",,"0,027","1,2982","0,481",,
4iodo-4tetrahydroacridindecoy21,377,"-9,2",0,1,367,10,"0,4827","0,6250",,"0,027","1,2947","0,483",,
4iodo-4tetrahydroacridindecoy6,378,"-9,2",0,1,368,10,"0,4840","0,6250",,"0,026","1,2913","0,484",,
Donepezildecoy43,379,"-9,2",0,1,369,10,"0,4853","0,6250",,"0,026","1,2879","0,485",,
3iodo-2tetrahydroacridindecoy3,380,"-9,2",0,1,370,10,"0,4866","0,6250",,"0,026","1,2845","0,487",,
Tolserinedecoy8,381,"-9,2",0,1,371,10,"0,4878","0,6250",,"0,026","1,2811","0,488",,
4iodo-4tetrahydroacridindecoy31,382,"-9,2",0,1,372,10,"0,4891","0,6250",,"0,026","1,2778","0,489",,
4iodo-2tetrahydroacridindecoy14,383,"-9,2",0,1,373,10,"0,4904","0,6250",,"0,026","1,2745","0,490",,
3iodo-4tetrahydroacridindecoy46,384,"-9,2",0,1,374,10,"0,4917","0,6250",,"0,026","1,2711","0,492",,
Heptyl-physostigminedecoy38,385,"-9,2",0,1,375,10,"0,4930","0,6250",,"0,026","1,2678","0,493",,
3iodo-4tetrahydroacridindecoy47,386,"-9,2",0,1,376,10,"0,4942","0,6250",,"0,026","1,2645","0,494",,
Tolserinedecoy3,387,"-9,2",0,1,377,10,"0,4955","0,6250",,"0,026","1,2613","0,496",,
2iodo-3tetrahydroacridindecoy31,388,"-9,2",0,1,378,10,"0,4968","0,6250",,"0,026","1,2580","0,497",,
2iodo-4tetrahydroacridindecoy13,389,"-9,1",0,1,379,10,"0,4981","0,6250",,"0,026","1,2548","0,498",,
4iodo-4tetrahydroacridindecoy27,390,"-9,1",0,1,380,10,"0,4994","0,6250",,"0,026","1,2516","0,499",,
Heptyl-physostigminedecoy5,391,"-9,1",0,1,381,10,"0,5006","0,6250",,"0,026","1,2484","0,501",,
Tolserinedecoy1,392,"-9,1",0,1,382,10,"0,5019","0,6250",,"0,026","1,2452","0,502",,
Heptyl-physostigminedecoy7,393,"-9,1",0,1,383,10,"0,5032","0,6250",,"0,025","1,2420","0,503",,
Heptyl-physostigminedecoy37,394,"-9,1",0,1,384,10,"0,5045","0,6250",,"0,025","1,2389","0,504",,
2iodo-4tetrahydroacridindecoy33,395,"-9,1",0,1,385,10,"0,5058","0,6250",,"0,025","1,2357","0,506",,
Heptyl-physostigminedecoy43,396,"-9,1",0,1,386,10,"0,5070","0,6250",,"0,025","1,2326","0,507",,
2iodo-3tetrahydroacridindecoy36,397,"-9,1",0,1,387,10,"0,5083","0,6250",,"0,025","1,2295","0,508",,
Donepezildecoy32,398,"-9,1",0,1,388,10,"0,5096","0,6250",,"0,025","1,2264","0,510",,
Bis-tacrinedecoy4,399,"-9,1",0,1,389,10,"0,5109","0,6250",,"0,025","1,2233","0,511",,
2iodo-4tetrahydroacridindecoy35,400,"-9,1",0,1,390,10,"0,5122","0,6250",,"0,025","1,2203","0,512",,
Donepezildecoy22,401,"-9,1",0,1,391,10,"0,5134","0,6250",,"0,025","1,2172","0,513",,
2iodo-2tetrahydroacridindecoy42,402,"-9,1",0,1,392,10,"0,5147","0,6250",,"0,025","1,2142","0,515",,
Heptyl-physostigminedecoy9,403,"-9,0",0,1,393,10,"0,5160","0,6250",,"0,025","1,2112","0,516",,
3iodo-2tetrahydroacridindecoy2,404,"-9,0",0,1,394,10,"0,5173","0,6250",,"0,025","1,2082","0,517",,
Tolserinedecoy10,405,"-9,0",0,1,395,10,"0,5186","0,6250",,"0,025","1,2052","0,519",,
4iodo-4tetrahydroacridindecoy9,406,"-9,0",0,1,396,10,"0,5198","0,6250",,"0,025","1,2023","0,520",,
3iodo-4tetrahydroacridindecoy44,407,"-9,0",0,1,397,10,"0,5211","0,6250",,"0,025","1,1993","0,521",,
4iodo-3tetrahydroacridindecoy4,408,"-9,0",0,1,398,10,"0,5224","0,6250",,"0,025","1,1964","0,522",,
4iodo-2tetrahydroacridindecoy2,409,"-9,0",0,1,399,10,"0,5237","0,6250",,"0,024","1,1934","0,524",,
3iodo-4tetrahydroacridindecoy49,410,"-9,0",0,1,400,10,"0,5250","0,6250",,"0,024","1,1905","0,525",,
Donepezildecoy30,411,"-9,0",0,1,401,10,"0,5262","0,6250",,"0,024","1,1876","0,526",,
4iodo-4tetrahydroacridindecoy43,412,"-9,0",0,1,402,10,"0,5275","0,6250",,"0,024","1,1847","0,528",,
4iodo-3tetrahydroacridindecoy3,413,"-9,0",0,1,403,10,"0,5288","0,6250",,"0,024","1,1819","0,529",,
Tolserinedecoy6,414,"-9,0",0,1,404,10,"0,5301","0,6250",,"0,024","1,1790","0,530",,
Tolserinedecoy26,415,"-9,0",0,1,405,10,"0,5314","0,6250",,"0,024","1,1762","0,531",,
4iodo-3tetrahydroacridindecoy16,416,"-9,0",0,1,406,10,"0,5327","0,6250",,"0,024","1,1734","0,533",,
4iodo-2tetrahydroacridindecoy44,417,"-9,0",0,1,407,10,"0,5339","0,6250",,"0,024","1,1705","0,534",,
2iodo-3tetrahydroacridindecoy34,418,"-9,0",0,1,408,10,"0,5352","0,6250",,"0,024","1,1677","0,535",,
4iodo-2tetrahydroacridindecoy42,419,"-9,0",0,1,409,10,"0,5365","0,6250",,"0,024","1,1650","0,536",,
3iodo-2tetrahydroacridindecoy32,420,"-9,0",0,1,410,10,"0,5378","0,6250",,"0,024","1,1622","0,538",,
4iodo-2tetrahydroacridindecoy50,421,"-9,0",0,1,411,10,"0,5391","0,6250",,"0,024","1,1594","0,539",,
Tolserinedecoy17,422,"-9,0",0,1,412,10,"0,5403","0,6250",,"0,024","1,1567","0,540",,
Heptyl-physostigminedecoy44,423,"-9,0",0,1,413,10,"0,5416","0,6250",,"0,024","1,1539","0,542",,
2iodo-3tetrahydroacridindecoy35,424,"-9,0",0,1,414,10,"0,5429","0,6250",,"0,024","1,1512","0,543",,
3iodo-2tetrahydroacridindecoy45,425,"-9,0",0,1,415,10,"0,5442","0,6250",,"0,024","1,1485","0,544",,
Donepezildecoy48,426,"-8,9",0,1,416,10,"0,5455","0,6250",,"0,023","1,1458","0,545",,
Donepezildecoy21,427,"-8,9",0,1,417,10,"0,5467","0,6250",,"0,023","1,1431","0,547",,
Tolserinedecoy41,428,"-8,9",0,1,418,10,"0,5480","0,6250",,"0,023","1,1405","0,548",,
4iodo-3tetrahydroacridindecoy36,429,"-8,9",0,1,419,10,"0,5493","0,6250",,"0,023","1,1378","0,549",,
Heptyl-physostigminedecoy8,430,"-8,9",0,1,420,10,"0,5506","0,6250",,"0,023","1,1351","0,551",,
2iodo-4tetrahydroacridindecoy25,431,"-8,9",0,1,421,10,"0,5519","0,6250",,"0,023","1,1325","0,552",,
3iodo-4tetrahydroacridindecoy33,432,"-8,9",0,1,422,10,"0,5531","0,6250",,"0,023","1,1299","0,553",,
Tolserinedecoy21,433,"-8,9",0,1,423,10,"0,5544","0,6250",,"0,023","1,1273","0,554",,
Donepezildecoy3,434,"-8,9",0,1,424,10,"0,5557","0,6250",,"0,023","1,1247","0,556",,
Tolserinedecoy18,435,"-8,9",0,1,425,10,"0,5570","0,6250",,"0,023","1,1221","0,557",,
3iodo-4tetrahydroacridindecoy16,436,"-8,9",0,1,426,10,"0,5583","0,6250",,"0,023","1,1195","0,558",,
Heptyl-physostigminedecoy14,437,"-8,9",0,1,427,10,"0,5595","0,6250",,"0,023","1,1170","0,560",,
Heptyl-physostigminedecoy23,438,"-8,9",0,1,428,10,"0,5608","0,6250",,"0,023","1,1144","0,561",,
Heptyl-physostigminedecoy19,439,"-8,9",0,1,429,10,"0,5621","0,6250",,"0,023","1,1119","0,562",,
2iodo-2tetrahydroacridindecoy35,440,"-8,8",0,1,430,10,"0,5634","0,6250",,"0,023","1,1094","0,563",,
Donepezildecoy15,441,"-8,8",0,1,431,10,"0,5647","0,6250",,"0,023","1,1068","0,565",,
Heptyl-physostigminedecoy18,442,"-8,8",0,1,432,10,"0,5659","0,6250",,"0,023","1,1043","0,566",,
3iodo-4tetrahydroacridindecoy43,443,"-8,8",0,1,433,10,"0,5672","0,6250",,"0,023","1,1018","0,567",,
Heptyl-physostigminedecoy40,444,"-8,8",0,1,434,10,"0,5685","0,6250",,"0,023","1,0994","0,569",,
