,21070,12593,12666,12974,15338,15339,15849,17294,17296,17456,17474,17498,20403,20497,20499,20500,20509,20525,20550,21148,21266,3206,5651,6315,ZINC100199761,ZINC100232131,ZINC142456176,(E)-Nerolidol,ZINC1676040,ZINC175245225,ZINC1846611,ZINC1849759,ZINC2018831,ZINC2600024,ZINC33841709,ZINC3861087,ZINC4098262,ZINC59206468,ZINC59586886,ZINC59778978,ZINC6071066,ZINC62237753,ZINC64634151,ZINC8220462,ZINC8234296,ZINC968471
21266,0.23367697594501718,0.15703703703703703,0.16440422322775264,0.1404399323181049,0.12303664921465969,0.1213235294117647,0.23809523809523808,0.09038142620232173,0.08931552587646077,0.08609271523178808,0.09652509652509653,0.07582938388625593,0.273015873015873,0.14505494505494507,0.16037735849056603,0.11949685534591195,0.15137614678899083,0.2888198757763975,0.32517482517482516,0.2127659574468085,1.0,0.12030075187969924,0.19246861924686193,0.2054794520547945,0.4225352112676056,0.25280898876404495,0.24596774193548387,0.08695652173913043,0.19444444444444445,0.12742382271468145,0.13523131672597866,0.1606060606060606,0.15835777126099707,0.07216494845360824,0.1037463976945245,0.14410480349344978,0.1834862385321101,0.24561403508771928,0.04680851063829787,0.2508710801393728,0.09438775510204081,0.20714285714285716,0.16857142857142857,0.16120218579234974,0.14285714285714285,0.061946902654867256
3206,0.14855072463768115,0.20949263502454993,0.21262458471760798,0.2465483234714004,0.18604651162790697,0.17181208053691274,0.24198250728862974,0.07972858354537744,0.08041060735671514,0.08732876712328767,0.09619238476953908,0.05910852713178295,0.1360759493670886,0.26052631578947366,0.2676056338028169,0.23929471032745592,0.1794871794871795,0.1268882175226586,0.13851351351351351,0.1583011583011583,0.12030075187969924,1.0,0.23076923076923078,0.19161676646706588,0.09663865546218488,0.18128654970760233,0.17105263157894737,0.2835820895522388,0.1896551724137931,0.298932384341637,0.2590909090909091,0.28679245283018867,0.26071428571428573,0.07792207792207792,0.6009389671361502,0.30177514792899407,0.19377162629757785,0.15073529411764705,0.2289156626506024,0.14855072463768115,0.14497041420118342,0.15625,0.19934640522875818,0.19314641744548286,0.26548672566371684,0.15217391304347827
5651,0.372960372960373,0.42998585572843,0.4822485207100592,0.4675324675324675,0.41851368970013036,0.39125151883353587,0.488272921108742,0.20327102803738317,0.20109546165884193,0.19073359073359072,0.1909328683522232,0.15677966101694915,0.3145833333333333,0.47544204322200395,0.45271629778672035,0.3992673992673993,0.4817813765182186,0.34375,0.3443708609271523,0.3883495145631068,0.19246861924686193,0.23076923076923078,1.0,0.2617702448210923,0.18973214285714285,0.3466135458167331,0.25934579439252337,0.21559633027522937,0.47961630695443647,0.22972972972972974,0.23927765237020315,0.3900226757369615,0.39198218262806234,0.045346062052505964,0.25614754098360654,0.19708029197080293,0.47961630695443647,0.3146067415730337,0.0967741935483871,0.30022075055187636,0.11884550084889643,0.3057471264367816,0.2754491017964072,0.2996031746031746,0.2290748898678414,0.09259259259259259
6315,0.11951219512195121,0.30518518518518517,0.3152337858220211,0.3140916808149406,0.2945945945945946,0.27672955974842767,0.36538461538461536,0.146677471636953,0.14413680781758959,0.1423948220064725,0.12876712328767123,0.10663082437275985,0.12331838565022421,0.310126582278481,0.30973451327433627,0.3319327731092437,0.20641282565130262,0.11956521739130435,0.1191588785046729,0.1218274111675127,0.2054794520547945,0.19161676646706588,0.2617702448210923,1.0,0.11944444444444445,0.33170731707317075,0.2984126984126984,0.2578616352201258,0.27486910994764396,0.12416851441241686,0.4753521126760563,0.2914438502673797,0.2890625,0.0547945205479452,0.24484536082474226,0.25259515570934254,0.2649350649350649,0.27450980392156865,0.21830985915492956,0.2785515320334262,0.20501138952164008,0.30357142857142855,0.4257703081232493,0.4383561643835616,0.3169230769230769,0.14427860696517414
ZINC100199761,0.41228070175438597,0.11044776119402985,0.11702127659574468,0.10975609756097561,0.10201342281879194,0.09476309226932668,0.23142857142857143,0.06058091286307054,0.056666666666666664,0.061615320566194835,0.06595538312318137,0.06086956521739131,0.4330708661417323,0.16626506024096385,0.18798955613577023,0.12698412698412698,0.2204724409448819,0.5180722891566265,0.6056338028169014,0.36160714285714285,0.4225352112676056,0.09663865546218488,0.18973214285714285,0.11944444444444445,1.0,0.4201388888888889,0.3014354066985646,0.07346938775510205,0.2867647058823529,0.09144542772861357,0.13709677419354838,0.1610738255033557,0.15483870967741936,0.09615384615384616,0.08125,0.16580310880829016,0.2773722627737226,0.39473684210526316,0.045,0.4375,0.05945945945945946,0.3201754385964912,0.16981132075471697,0.16516516516516516,0.14566929133858267,0.045307443365695796
ZINC100232131,0.24664879356568364,0.2671428571428571,0.27246376811594203,0.2540192926045016,0.24066924066924067,0.23012048192771084,0.526595744680851,0.13227091633466134,0.1297037630104083,0.1280827366746221,0.12806539509536785,0.11400359066427289,0.2868020304568528,0.4153498871331828,0.37471264367816093,0.30612244897959184,0.35412026726057905,0.3256997455470738,0.3472222222222222,0.2409972299168975,0.25280898876404495,0.18128654970760233,0.3466135458167331,0.33170731707317075,0.4201388888888889,1.0,0.40202702702702703,0.20118343195266272,0.4166666666666667,0.11521739130434783,0.3888888888888889,0.3545706371191136,0.34316353887399464,0.060810810810810814,0.18689320388349515,0.2602739726027397,0.41260744985673353,0.5164473684210527,0.16943521594684385,0.49038461538461536,0.12869198312236288,0.45098039215686275,0.44662921348314605,0.45879120879120877,0.3353846153846154,0.1201923076923077
ZINC142456176,0.25190839694656486,0.19047619047619047,0.2048780487804878,0.1863468634686347,0.15988779803646563,0.14656290531776914,0.3487654320987654,0.08080808080808081,0.07874682472480948,0.07107023411371237,0.0696999031945789,0.05950095969289827,0.22112211221122113,0.2928759894459103,0.34011627906976744,0.2091346153846154,0.256,0.2113564668769716,0.22535211267605634,0.21484375,0.24596774193548387,0.17105263157894737,0.25934579439252337,0.2984126984126984,0.3014354066985646,0.40202702702702703,1.0,0.19555555555555557,0.5148936170212766,0.08670520231213873,0.49222797927461137,0.31343283582089554,0.3,0.10625,0.1503267973856209,0.32,0.47717842323651455,0.6039603960396039,0.1497326203208556,0.6565656565656566,0.09041095890410959,0.6073298429319371,0.4318181818181818,0.43272727272727274,0.3438914027149321,0.09302325581395349
ZINC1676040,0.4097222222222222,0.2641221374045801,0.2737169517884914,0.2517361111111111,0.2180349932705249,0.20551378446115287,0.4714285714285714,0.11547911547911548,0.11367380560131796,0.1048780487804878,0.10664172123479888,0.09647495361781076,0.3254437869822485,0.3853658536585366,0.45675675675675675,0.28824833702882485,0.4076923076923077,0.3469387755102041,0.3741935483870968,0.4354243542435424,0.19444444444444445,0.1896551724137931,0.47961630695443647,0.27486910994764396,0.2867647058823529,0.4166666666666667,0.5148936170212766,0.27106227106227104,1.0,0.14936708860759493,0.33090909090909093,0.4098360655737705,0.38125,0.0759493670886076,0.2112676056338028,0.25101214574898784,0.8083333333333333,0.6209677419354839,0.10566037735849057,0.5378787878787878,0.0967741935483871,0.5778688524590164,0.36936936936936937,0.37209302325581395,0.2668918918918919,0.08244680851063829
ZINC175245225,0.16393442622950818,0.27518796992481204,0.25787106446776614,0.29094076655052264,0.22679045092838196,0.2753246753246753,0.16304347826086957,0.12816326530612246,0.12736236647493837,0.12387938060309699,0.17251461988304093,0.09571558796718323,0.16417910447761194,0.21237113402061855,0.20995670995670995,0.19721115537848605,0.15415821501014199,0.15865384615384615,0.16145833333333334,0.16857142857142857,0.12742382271468145,0.298932384341637,0.22972972972972974,0.12416851441241686,0.09144542772861357,0.11521739130434783,0.08670520231213873,0.11890243902439024,0.14936708860759493,1.0,0.09659090909090909,0.17801047120418848,0.16080402010050251,0.05363984674329502,0.3196480938416422,0.09666666666666666,0.17010309278350516,0.09326424870466321,0.057432432432432436,0.08951406649616368,0.08296943231441048,0.10054347826086957,0.09930715935334873,0.1031390134529148,0.09418282548476455,0.05432098765432099
ZINC1846611,0.12292358803986711,0.19309262166405022,0.20352564102564102,0.26796116504854367,0.20953757225433525,0.19359145527369825,0.3586626139817629,0.08648194794290512,0.08537616229923922,0.08214585079631181,0.07729468599033816,0.05994291151284491,0.1111111111111111,0.3333333333333333,0.3305084745762712,0.31876606683804626,0.21464646464646464,0.10985915492957747,0.11180124223602485,0.12631578947368421,0.13523131672597866,0.2590909090909091,0.23927765237020315,0.4753521126760563,0.13709677419354838,0.3888888888888889,0.49222797927461137,0.3880597014925373,0.33090909090909093,0.09659090909090909,1.0,0.4140625,0.39552238805970147,0.0935672514619883,0.28368794326241137,0.4260355029585799,0.33090909090909093,0.36885245901639346,0.3803680981595092,0.3684210526315789,0.13019390581717452,0.4608294930875576,0.5335968379446641,0.5303030303030303,0.4688995215311005,0.14527027027027026
ZINC1849759,0.3673469387755102,0.28149300155520995,0.29984051036682613,0.3302411873840445,0.2513888888888889,0.24093264248704663,0.39617486338797814,0.12417218543046357,0.12333333333333334,0.11430921052631579,0.11753554502369669,0.0917516218721038,0.3413897280966767,0.4649350649350649,0.4381720430107527,0.37708830548926014,0.4082687338501292,0.3123209169054441,0.3065015479876161,0.3898916967509025,0.1606060606060606,0.28679245283018867,0.3900226757369615,0.2914438502673797,0.1610738255033557,0.3545706371191136,0.31343283582089554,0.38306451612903225,0.4098360655737705,0.17801047120418848,0.4140625,1.0,0.7877551020408163,0.07725321888412018,0.38762214983713356,0.36771300448430494,0.48788927335640137,0.2838709677419355,0.20920502092050208,0.2802547770700637,0.12114014251781473,0.2828282828282828,0.3492537313432836,0.3684210526315789,0.3490909090909091,0.12256267409470752
ZINC2018831,0.310126582278481,0.28615384615384615,0.29017160686427457,0.315884476534296,0.252400548696845,0.24040920716112532,0.3763157894736842,0.1322314049586777,0.13050706566916043,0.11865793780687398,0.1130841121495327,0.10083256244218317,0.29914529914529914,0.4883720930232558,0.4244791666666667,0.4090909090909091,0.3787128712871287,0.27371273712737126,0.2653061224489796,0.3277591973244147,0.15835777126099707,0.26071428571428573,0.39198218262806234,0.2890625,0.15483870967741936,0.34316353887399464,0.3,0.37065637065637064,0.38125,0.16080402010050251,0.39552238805970147,0.7877551020408163,1.0,0.06910569105691057,0.35185185185185186,0.3722943722943723,0.4166666666666667,0.2772585669781931,0.19444444444444445,0.27384615384615385,0.12296983758700696,0.267741935483871,0.3371757925072046,0.36363636363636365,0.3298611111111111,0.12162162162162163
