categoria,rank_medio
0.00a0.10,228.67
0.00a0.10,337.80
0.00a0.10,421.00
0.00a0.10,430.20
0.00a0.10,189.20
0.00a0.10,142.50
0.00a0.10,113.50
0.00a0.10,227.50
0.00a0.10,68.00
0.00a0.10,276.40
0.00a0.10,102.00
0.00a0.10,466.50
0.00a0.10,63.50
0.00a0.10,370.00
0.00a0.10,33.00
0.00a0.10,263.00
0.00a0.10,172.50
0.00a0.10,389.50
0.00a0.10,274.50
0.00a0.10,90.50
0.00a0.10,150.00
0.00a0.10,410.00
0.00a0.10,115.50
0.00a0.10,112.00
0.00a0.10,350.50
0.00a0.10,335.00
0.00a0.10,456.00
0.00a0.10,230.50
0.00a0.10,31.00
0.00a0.10,240.80
0.00a0.10,144.67
0.00a0.10,115.50
0.00a0.10,55.50
0.00a0.10,423.00
0.00a0.10,215.50
0.00a0.10,446.67
0.00a0.10,524.00
0.00a0.10,515.00
0.00a0.10,366.50
0.00a0.10,132.50
0.00a0.10,135.50
0.00a0.10,204.00
0.00a0.10,176.60
0.00a0.10,470.50
0.00a0.10,251.80
0.00a0.10,325.00
0.00a0.10,213.75
0.00a0.10,196.00
0.00a0.10,183.50
0.00a0.10,389.00
0.00a0.10,13.00
0.00a0.10,190.50
0.00a0.10,168.50
0.00a0.10,326.00
0.00a0.10,506.50
0.00a0.10,560.00
0.00a0.10,282.00
0.00a0.10,522.00
0.00a0.10,99.00
0.00a0.10,324.50
0.00a0.10,109.67
0.00a0.10,135.50
0.00a0.10,224.50
0.00a0.10,559.00
0.00a0.10,525.00
0.00a0.10,490.50
0.00a0.10,237.50
0.11a0.20,473.00
0.11a0.20,297.00
0.11a0.20,242.50
0.11a0.20,199.25
0.11a0.20,85.75
0.11a0.20,433.33
0.11a0.20,398.00
0.11a0.20,234.50
0.11a0.20,238.50
0.11a0.20,563.00
0.11a0.20,311.00
0.11a0.20,76.75
0.11a0.20,267.00
0.11a0.20,285.00
0.11a0.20,354.00
0.11a0.20,499.00
0.11a0.20,115.50
0.11a0.20,248.50
0.11a0.20,434.80
0.11a0.20,209.75
0.11a0.20,564.00
0.11a0.20,430.00
0.11a0.20,146.00
0.11a0.20,201.00
0.11a0.20,197.50
0.11a0.20,258.60
0.11a0.20,419.67
0.11a0.20,326.00
0.11a0.20,375.60
0.11a0.20,323.00
0.11a0.20,236.33
0.11a0.20,305.00
0.11a0.20,121.50
0.11a0.20,498.50
0.11a0.20,552.00
0.11a0.20,270.60
0.11a0.20,371.00
0.11a0.20,414.50
0.11a0.20,123.50
0.11a0.20,199.00
0.11a0.20,148.00
0.11a0.20,458.00
0.11a0.20,477.20
0.11a0.20,496.50
0.11a0.20,257.00
0.11a0.20,382.00
0.11a0.20,474.50
0.11a0.20,433.25
0.11a0.20,523.00
0.11a0.20,422.50
0.11a0.20,261.00
0.11a0.20,115.50
0.11a0.20,530.00
0.11a0.20,278.00
0.11a0.20,288.00
0.11a0.20,501.50
0.11a0.20,520.50
0.11a0.20,168.00
0.11a0.20,513.00
0.11a0.20,218.50
0.11a0.20,318.67
0.11a0.20,190.00
0.11a0.20,494.00
0.11a0.20,454.00
0.11a0.20,378.00
0.11a0.20,510.67
0.11a0.20,479.20
0.11a0.20,158.33
0.11a0.20,179.60
0.11a0.20,114.67
0.11a0.20,507.33
0.11a0.20,471.80
0.11a0.20,234.00
0.11a0.20,255.20
0.11a0.20,288.20
0.11a0.20,170.00
0.11a0.20,436.50
0.11a0.20,456.20
0.11a0.20,283.00
0.11a0.20,222.20
0.11a0.20,416.00
0.11a0.20,469.60
0.11a0.20,205.00
0.11a0.20,228.67
0.11a0.20,344.50
0.11a0.20,253.40
0.11a0.20,439.20
0.11a0.20,306.00
0.11a0.20,435.20
0.11a0.20,424.00
0.11a0.20,442.00
0.11a0.20,259.67
0.11a0.20,399.00
0.11a0.20,490.33
0.11a0.20,377.20
0.11a0.20,450.00
0.11a0.20,122.25
0.11a0.20,346.00
0.11a0.20,417.33
0.11a0.20,211.00
0.11a0.20,244.00
0.11a0.20,456.00
0.11a0.20,436.00
0.11a0.20,499.00
0.11a0.20,292.60
0.11a0.20,174.33
0.11a0.20,543.00
0.21a0.30,460.80
0.21a0.30,219.33
0.21a0.30,26.50
0.21a0.30,422.00
0.21a0.30,192.80
0.21a0.30,496.00
0.21a0.30,516.00
0.21a0.30,434.00
0.21a0.30,402.00
0.21a0.30,248.00
0.21a0.30,542.60
0.21a0.30,273.50
0.21a0.30,169.00
0.21a0.30,548.33
0.21a0.30,515.40
0.21a0.30,257.00
0.21a0.30,228.00
0.21a0.30,481.20
0.21a0.30,212.00
0.21a0.30,198.50
0.21a0.30,474.50
0.21a0.30,271.00
0.21a0.30,442.00
0.21a0.30,140.50
0.21a0.30,209.00
0.21a0.30,489.67
0.21a0.30,237.00
0.21a0.30,204.50
0.21a0.30,333.00
0.21a0.30,538.80
0.21a0.30,125.25
0.21a0.30,479.50
0.21a0.30,509.67
0.21a0.30,488.00
0.21a0.30,225.50
0.21a0.30,515.25
0.21a0.30,240.80
0.21a0.30,504.00
0.21a0.30,399.20
0.21a0.30,190.20
0.21a0.30,280.00
0.21a0.30,442.50
0.21a0.30,557.00
0.21a0.30,479.50
0.21a0.30,215.25
0.21a0.30,230.00
0.21a0.30,383.00
0.21a0.30,148.33
0.21a0.30,539.00
0.21a0.30,297.33
0.21a0.30,268.50
0.21a0.30,450.25
0.21a0.30,174.50
0.21a0.30,358.00
0.21a0.30,274.00
0.31a0.40,242.50
0.31a0.40,195.80
0.31a0.40,548.00
0.31a0.40,441.60
0.31a0.40,459.50
0.31a0.40,445.25
0.31a0.40,214.80
0.31a0.40,337.50
0.31a0.40,175.00
0.31a0.40,428.00
0.31a0.40,420.50
0.31a0.40,155.67
0.31a0.40,561.00
0.31a0.40,179.00
0.31a0.40,561.20
0.31a0.40,563.67
0.31a0.40,437.00
0.31a0.40,182.80
0.31a0.40,563.80
0.31a0.40,284.50
0.31a0.40,536.00
0.31a0.40,206.00
0.31a0.40,133.00
0.31a0.40,56.50
0.31a0.40,218.50
0.31a0.40,273.50
0.31a0.40,251.75
0.31a0.40,554.00
0.41a0.50,380.00
0.41a0.50,376.00
0.41a0.50,126.00
0.41a0.50,266.00
0.41a0.50,166.00
0.41a0.50,202.00
0.41a0.50,513.50
0.41a0.50,291.50
0.41a0.50,217.00
0.41a0.50,473.00
0.41a0.50,301.00
0.41a0.50,562.50
0.41a0.50,79.00
0.41a0.50,402.00
0.41a0.50,537.25
0.41a0.50,49.50
0.41a0.50,90.50
0.41a0.50,428.25
0.41a0.50,564.00
0.41a0.50,282.50
0.41a0.50,473.50
0.41a0.50,259.50
0.41a0.50,56.50
0.41a0.50,179.50
0.41a0.50,61.75
0.41a0.50,62.00
0.41a0.50,173.50
0.41a0.50,221.50
0.41a0.50,134.00
0.41a0.50,376.75
0.41a0.50,379.50
0.41a0.50,528.33
0.41a0.50,536.50
0.41a0.50,329.00
0.41a0.50,282.00
0.41a0.50,549.40
0.41a0.50,152.00
0.41a0.50,90.00
0.41a0.50,307.00
0.41a0.50,265.00
0.51a0.60,446.00
0.51a0.60,313.50
0.51a0.60,23.50
0.51a0.60,211.00
0.51a0.60,8.50
0.51a0.60,122.50
0.51a0.60,307.00
0.51a0.60,560.50
0.51a0.60,261.50
0.51a0.60,386.25
0.51a0.60,534.50
0.51a0.60,84.75
0.51a0.60,235.50
0.51a0.60,163.50
0.51a0.60,187.00
0.51a0.60,547.00
0.51a0.60,160.50
0.51a0.60,214.00
0.51a0.60,283.50
0.51a0.60,356.50
0.61a0.70,256.50
0.61a0.70,185.50
0.61a0.70,411.00
0.61a0.70,311.50
0.61a0.70,563.25
0.61a0.70,150.50
0.61a0.70,403.50
0.61a0.70,485.00
0.61a0.70,559.25
0.61a0.70,53.50
0.61a0.70,432.50
0.61a0.70,315.00
0.61a0.70,129.00
0.61a0.70,267.50
0.61a0.70,544.50
0.71a0.80,284.50
0.71a0.80,200.00
0.71a0.80,63.00
0.71a0.80,151.00
0.71a0.80,267.50
0.71a0.80,438.50
0.71a0.80,206.00
0.71a0.80,333.50
0.81a0.90,393.00
0.81a0.90,144.50
0.81a0.90,410.00
0.81a0.90,155.25
0.81a0.90,411.00
0.91a1.00,229.25
0.91a1.00,395.50
0.91a1.00,298.00
0.91a1.00,12.50
0.91a1.00,51.00
0.91a1.00,11.00
