categoria,rank_medio
0.061a0.080,228.00
0.061a0.080,549.40
0.061a0.080,125.25
0.061a0.080,174.50
0.061a0.080,539.00
0.061a0.080,257.00
0.061a0.080,411.00
0.061a0.080,534.50
0.061a0.080,204.50
0.061a0.080,560.50
0.061a0.080,547.00
0.061a0.080,129.00
0.061a0.080,140.50
0.061a0.080,163.50
0.061a0.080,26.50
0.061a0.080,485.00
0.061a0.080,437.00
0.061a0.080,217.00
0.061a0.080,198.50
0.061a0.080,173.50
0.061a0.080,442.50
0.061a0.080,403.50
0.061a0.080,402.00
0.061a0.080,242.50
0.061a0.080,548.00
0.061a0.080,185.50
0.061a0.080,53.50
0.061a0.080,284.50
0.061a0.080,280.00
0.061a0.080,237.00
0.061a0.080,268.50
0.061a0.080,432.50
0.061a0.080,544.50
0.061a0.080,311.50
0.061a0.080,441.60
0.061a0.080,150.50
0.061a0.080,563.25
0.061a0.080,209.00
0.061a0.080,307.00
0.061a0.080,114.67
0.061a0.080,215.25
0.061a0.080,446.00
0.061a0.080,200.00
0.061a0.080,63.00
0.061a0.080,301.00
0.061a0.080,230.00
0.061a0.080,428.00
0.081a0.100,504.00
0.081a0.100,333.00
0.081a0.100,559.25
0.081a0.100,211.00
0.081a0.100,273.50
0.081a0.100,489.67
0.081a0.100,228.67
0.081a0.100,23.50
0.081a0.100,8.50
0.081a0.100,122.50
0.081a0.100,206.00
0.081a0.100,358.00
0.081a0.100,507.33
0.081a0.100,148.00
0.081a0.100,510.67
0.081a0.100,158.33
0.081a0.100,494.00
0.081a0.100,255.20
0.081a0.100,283.50
0.081a0.100,84.75
0.081a0.100,115.50
0.081a0.100,253.40
0.101a0.120,298.00
0.101a0.120,501.50
0.101a0.120,471.80
0.101a0.120,291.50
0.101a0.120,386.25
0.101a0.120,315.00
0.101a0.120,520.50
0.101a0.120,168.00
0.101a0.120,479.20
0.101a0.120,513.00
0.101a0.120,179.60
0.101a0.120,454.00
0.101a0.120,307.00
0.101a0.120,160.50
0.121a0.140,214.00
0.121a0.140,56.50
0.121a0.140,235.50
0.121a0.140,126.00
0.121a0.140,380.00
0.121a0.140,438.50
0.121a0.140,379.50
0.121a0.140,206.00
0.121a0.140,282.50
0.121a0.140,376.00
0.121a0.140,79.00
0.121a0.140,376.75
0.121a0.140,152.00
0.141a0.160,90.50
0.141a0.160,182.80
0.141a0.160,202.00
0.141a0.160,356.50
0.141a0.160,284.50
0.141a0.160,411.00
0.141a0.160,155.25
0.141a0.160,166.00
0.141a0.160,61.75
0.141a0.160,261.50
0.141a0.160,229.25
0.141a0.160,90.00
0.141a0.160,273.50
0.141a0.160,395.50
0.141a0.160,266.00
0.161a0.180,265.00
0.161a0.180,187.00
0.161a0.180,11.00
0.161a0.180,51.00
0.161a0.180,267.50
0.161a0.180,175.00
0.161a0.180,329.00
0.161a0.180,62.00
0.161a0.180,282.00
0.161a0.180,56.50
0.181a0.200,259.50
0.181a0.200,134.00
0.181a0.200,179.50
0.181a0.200,12.50
0.201<,256.50
0.201<,267.50
0.201<,151.00
0.201<,333.50
0.201<,393.00
0.201<,144.50
0.201<,410.00
